timeline_id,project_id,stage_name,planned_duration_days,actual_duration_days,stage_status,start_date,end_date
TL-LG-KL-0949-SUR,LG-KL-0949,Survey,32,68,DELAYED,2023-02-25,2024-06-30
TL-LG-KL-0949-DOC,LG-KL-0949,Documentation,40,66,IN_PROGRESS,2023-02-25,2024-06-30
TL-LG-KL-0949-APP,LG-KL-0949,Approval,50,90,DELAYED,2023-02-25,2024-06-30
TL-LG-KL-0949-NOT,LG-KL-0949,Notification,30,23,COMPLETED,2023-02-25,2024-06-30
TL-LG-KL-0949-OBJ,LG-KL-0949,Objection/Hearing,36,46,IN_PROGRESS,2023-02-25,2024-06-30
TL-LG-KL-0949-COM,LG-KL-0949,Compensation,78,128,DELAYED,2023-02-25,2024-06-30
TL-LG-KL-0949-LEG,LG-KL-0949,Legal Resolution,84,89,IN_PROGRESS,2023-02-25,2024-06-30
TL-LG-KL-0949-R&R,LG-KL-0949,R&R,60,71,IN_PROGRESS,2023-02-25,2024-06-30
TL-LG-KL-0949-POS,LG-KL-0949,Possession,83,77,COMPLETED,2023-02-25,2024-06-30
TL-LG-KL-0949-FIN,LG-KL-0949,Final Handover,66,124,DELAYED,2023-02-25,2024-06-30
TL-LG-MP-0950-LAN,LG-MP-0950,Land Identification,48,40,COMPLETED,2022-07-09,2024-06-30
TL-LG-MP-0950-SUR,LG-MP-0950,Survey,40,86,DELAYED,2022-07-09,2024-06-30
TL-LG-MP-0950-DOC,LG-MP-0950,Documentation,79,73,COMPLETED,2022-07-09,2024-06-30
TL-LG-MP-0950-APP,LG-MP-0950,Approval,71,95,IN_PROGRESS,2022-07-09,2024-06-30
TL-LG-MP-0950-NOT,LG-MP-0950,Notification,42,43,IN_PROGRESS,2022-07-09,2024-06-30
TL-LG-MP-0950-OBJ,LG-MP-0950,Objection/Hearing,52,63,IN_PROGRESS,2022-07-09,2024-06-30
TL-LG-MP-0950-COM,LG-MP-0950,Compensation,37,38,IN_PROGRESS,2022-07-09,2024-06-30
TL-LG-MP-0950-LEG,LG-MP-0950,Legal Resolution,78,130,DELAYED,2022-07-09,2024-06-30
TL-LG-MP-0950-R&R,LG-MP-0950,R&R,37,87,DELAYED,2022-07-09,2024-06-30
TL-LG-MP-0950-POS,LG-MP-0950,Possession,63,106,DELAYED,2022-07-09,2024-06-30
TL-LG-MP-0950-FIN,LG-MP-0950,Final Handover,76,89,IN_PROGRESS,2022-07-09,2024-06-30
TL-LG-MH-0951-LAN,LG-MH-0951,Land Identification,52,93,DELAYED,2024-08-05,2024-06-30
TL-LG-MH-0951-SUR,LG-MH-0951,Survey,74,75,IN_PROGRESS,2024-08-05,2024-06-30
TL-LG-MH-0951-DOC,LG-MH-0951,Documentation,53,95,DELAYED,2024-08-05,2024-06-30
TL-LG-MH-0951-APP,LG-MH-0951,Approval,45,89,DELAYED,2024-08-05,2024-06-30
TL-LG-MH-0951-NOT,LG-MH-0951,Notification,65,124,DELAYED,2024-08-05,2024-06-30
TL-LG-MH-0951-OBJ,LG-MH-0951,Objection/Hearing,90,131,DELAYED,2024-08-05,2024-06-30
TL-LG-MH-0951-COM,LG-MH-0951,Compensation,47,86,DELAYED,2024-08-05,2024-06-30
TL-LG-MH-0951-LEG,LG-MH-0951,Legal Resolution,70,103,DELAYED,2024-08-05,2024-06-30
TL-LG-MH-0951-R&R,LG-MH-0951,R&R,71,63,COMPLETED,2024-08-05,2024-06-30
TL-LG-MH-0951-POS,LG-MH-0951,Possession,48,79,DELAYED,2024-08-05,2024-06-30
TL-LG-MH-0951-FIN,LG-MH-0951,Final Handover,54,93,DELAYED,2024-08-05,2024-06-30
TL-LG-MN-0952-LAN,LG-MN-0952,Land Identification,30,73,DELAYED,2023-05-01,2024-06-30
TL-LG-MN-0952-SUR,LG-MN-0952,Survey,89,99,IN_PROGRESS,2023-05-01,2024-06-30
TL-LG-MN-0952-DOC,LG-MN-0952,Documentation,63,97,DELAYED,2023-05-01,2024-06-30
TL-LG-MN-0952-APP,LG-MN-0952,Approval,44,83,DELAYED,2023-05-01,2024-06-30
TL-LG-MN-0952-NOT,LG-MN-0952,Notification,82,134,DELAYED,2023-05-01,2024-06-30
TL-LG-MN-0952-OBJ,LG-MN-0952,Objection/Hearing,82,111,IN_PROGRESS,2023-05-01,2024-06-30
TL-LG-MN-0952-COM,LG-MN-0952,Compensation,68,79,IN_PROGRESS,2023-05-01,2024-06-30
TL-LG-MN-0952-LEG,LG-MN-0952,Legal Resolution,65,63,COMPLETED,2023-05-01,2024-06-30
TL-LG-MN-0952-R&R,LG-MN-0952,R&R,63,113,DELAYED,2023-05-01,2024-06-30
TL-LG-MN-0952-POS,LG-MN-0952,Possession,34,33,COMPLETED,2023-05-01,2024-06-30
TL-LG-MN-0952-FIN,LG-MN-0952,Final Handover,82,97,IN_PROGRESS,2023-05-01,2024-06-30
TL-LG-ML-0953-LAN,LG-ML-0953,Land Identification,88,130,DELAYED,2024-01-04,2024-06-30
TL-LG-ML-0953-SUR,LG-ML-0953,Survey,44,78,DELAYED,2024-01-04,2024-06-30
TL-LG-ML-0953-DOC,LG-ML-0953,Documentation,79,105,IN_PROGRESS,2024-01-04,2024-06-30
TL-LG-ML-0953-APP,LG-ML-0953,Approval,42,47,IN_PROGRESS,2024-01-04,2024-06-30
TL-LG-ML-0953-NOT,LG-ML-0953,Notification,44,65,IN_PROGRESS,2024-01-04,2024-06-30
TL-LG-ML-0953-OBJ,LG-ML-0953,Objection/Hearing,90,95,IN_PROGRESS,2024-01-04,2024-06-30
TL-LG-ML-0953-COM,LG-ML-0953,Compensation,35,43,IN_PROGRESS,2024-01-04,2024-06-30
TL-LG-ML-0953-LEG,LG-ML-0953,Legal Resolution,73,125,DELAYED,2024-01-04,2024-06-30
TL-LG-ML-0953-R&R,LG-ML-0953,R&R,77,73,COMPLETED,2024-01-04,2024-06-30
TL-LG-ML-0953-POS,LG-ML-0953,Possession,57,83,IN_PROGRESS,2024-01-04,2024-06-30
TL-LG-ML-0953-FIN,LG-ML-0953,Final Handover,50,79,IN_PROGRESS,2024-01-04,2024-06-30
TL-LG-MZ-0954-LAN,LG-MZ-0954,Land Identification,60,117,DELAYED,2021-12-03,2024-06-30
TL-LG-MZ-0954-SUR,LG-MZ-0954,Survey,80,96,IN_PROGRESS,2021-12-03,2024-06-30
TL-LG-MZ-0954-DOC,LG-MZ-0954,Documentation,87,79,COMPLETED,2021-12-03,2024-06-30
TL-LG-MZ-0954-APP,LG-MZ-0954,Approval,47,97,DELAYED,2021-12-03,2024-06-30
TL-LG-MZ-0954-NOT,LG-MZ-0954,Notification,68,69,IN_PROGRESS,2021-12-03,2024-06-30
TL-LG-MZ-0954-OBJ,LG-MZ-0954,Objection/Hearing,31,51,IN_PROGRESS,2021-12-03,2024-06-30
TL-LG-MZ-0954-COM,LG-MZ-0954,Compensation,32,48,IN_PROGRESS,2021-12-03,2024-06-30
TL-LG-MZ-0954-LEG,LG-MZ-0954,Legal Resolution,44,94,DELAYED,2021-12-03,2024-06-30
TL-LG-MZ-0954-R&R,LG-MZ-0954,R&R,67,71,IN_PROGRESS,2021-12-03,2024-06-30
TL-LG-MZ-0954-POS,LG-MZ-0954,Possession,55,54,COMPLETED,2021-12-03,2024-06-30
TL-LG-MZ-0954-FIN,LG-MZ-0954,Final Handover,62,94,DELAYED,2021-12-03,2024-06-30
TL-LG-NL-0955-LAN,LG-NL-0955,Land Identification,75,65,COMPLETED,2023-04-24,2024-06-30
TL-LG-NL-0955-SUR,LG-NL-0955,Survey,40,89,DELAYED,2023-04-24,2024-06-30
TL-LG-NL-0955-DOC,LG-NL-0955,Documentation,55,101,DELAYED,2023-04-24,2024-06-30
TL-LG-NL-0955-APP,LG-NL-0955,Approval,33,77,DELAYED,2023-04-24,2024-06-30
TL-LG-NL-0955-NOT,LG-NL-0955,Notification,46,72,IN_PROGRESS,2023-04-24,2024-06-30
TL-LG-NL-0955-OBJ,LG-NL-0955,Objection/Hearing,84,74,COMPLETED,2023-04-24,2024-06-30
TL-LG-NL-0955-COM,LG-NL-0955,Compensation,68,84,IN_PROGRESS,2023-04-24,2024-06-30
TL-LG-NL-0955-LEG,LG-NL-0955,Legal Resolution,78,71,COMPLETED,2023-04-24,2024-06-30
TL-LG-NL-0955-R&R,LG-NL-0955,R&R,74,104,IN_PROGRESS,2023-04-24,2024-06-30
TL-LG-NL-0955-POS,LG-NL-0955,Possession,60,106,DELAYED,2023-04-24,2024-06-30
TL-LG-NL-0955-FIN,LG-NL-0955,Final Handover,57,58,IN_PROGRESS,2023-04-24,2024-06-30
TL-LG-OD-0956-LAN,LG-OD-0956,Land Identification,48,39,COMPLETED,2023-05-09,2024-06-30
TL-LG-OD-0956-SUR,LG-OD-0956,Survey,54,63,IN_PROGRESS,2023-05-09,2024-06-30
TL-LG-OD-0956-DOC,LG-OD-0956,Documentation,55,47,COMPLETED,2023-05-09,2024-06-30
TL-LG-OD-0956-APP,LG-OD-0956,Approval,32,66,DELAYED,2023-05-09,2024-06-30
TL-LG-OD-0956-NOT,LG-OD-0956,Notification,48,57,IN_PROGRESS,2023-05-09,2024-06-30
TL-LG-OD-0956-OBJ,LG-OD-0956,Objection/Hearing,65,108,DELAYED,2023-05-09,2024-06-30
TL-LG-OD-0956-COM,LG-OD-0956,Compensation,43,77,DELAYED,2023-05-09,2024-06-30
TL-LG-OD-0956-LEG,LG-OD-0956,Legal Resolution,61,86,IN_PROGRESS,2023-05-09,2024-06-30
TL-LG-OD-0956-R&R,LG-OD-0956,R&R,32,86,DELAYED,2023-05-09,2024-06-30
TL-LG-OD-0956-POS,LG-OD-0956,Possession,85,118,DELAYED,2023-05-09,2024-06-30
TL-LG-OD-0956-FIN,LG-OD-0956,Final Handover,36,82,DELAYED,2023-05-09,2024-06-30
TL-LG-PB-0957-LAN,LG-PB-0957,Land Identification,49,72,IN_PROGRESS,2024-09-08,2024-06-30
TL-LG-PB-0957-SUR,LG-PB-0957,Survey,49,76,IN_PROGRESS,2024-09-08,2024-06-30
TL-LG-PB-0957-DOC,LG-PB-0957,Documentation,34,55,IN_PROGRESS,2024-09-08,2024-06-30
TL-LG-PB-0957-APP,LG-PB-0957,Approval,78,135,DELAYED,2024-09-08,2024-06-30
TL-LG-PB-0957-NOT,LG-PB-0957,Notification,89,148,DELAYED,2024-09-08,2024-06-30
TL-LG-PB-0957-OBJ,LG-PB-0957,Objection/Hearing,83,89,IN_PROGRESS,2024-09-08,2024-06-30
TL-LG-PB-0957-COM,LG-PB-0957,Compensation,50,109,DELAYED,2024-09-08,2024-06-30
TL-LG-PB-0957-LEG,LG-PB-0957,Legal Resolution,71,84,IN_PROGRESS,2024-09-08,2024-06-30
TL-LG-PB-0957-R&R,LG-PB-0957,R&R,76,97,IN_PROGRESS,2024-09-08,2024-06-30
TL-LG-PB-0957-POS,LG-PB-0957,Possession,79,113,DELAYED,2024-09-08,2024-06-30
TL-LG-PB-0957-FIN,LG-PB-0957,Final Handover,51,59,IN_PROGRESS,2024-09-08,2024-06-30
TL-LG-RJ-0958-LAN,LG-RJ-0958,Land Identification,55,74,IN_PROGRESS,2023-10-25,2024-06-30
TL-LG-RJ-0958-SUR,LG-RJ-0958,Survey,59,75,IN_PROGRESS,2023-10-25,2024-06-30
TL-LG-RJ-0958-DOC,LG-RJ-0958,Documentation,45,103,DELAYED,2023-10-25,2024-06-30
TL-LG-RJ-0958-APP,LG-RJ-0958,Approval,79,76,COMPLETED,2023-10-25,2024-06-30
TL-LG-RJ-0958-NOT,LG-RJ-0958,Notification,84,123,DELAYED,2023-10-25,2024-06-30
TL-LG-RJ-0958-OBJ,LG-RJ-0958,Objection/Hearing,78,80,IN_PROGRESS,2023-10-25,2024-06-30
TL-LG-RJ-0958-COM,LG-RJ-0958,Compensation,61,112,DELAYED,2023-10-25,2024-06-30
TL-LG-RJ-0958-LEG,LG-RJ-0958,Legal Resolution,69,124,DELAYED,2023-10-25,2024-06-30
TL-LG-RJ-0958-R&R,LG-RJ-0958,R&R,66,61,COMPLETED,2023-10-25,2024-06-30
TL-LG-RJ-0958-POS,LG-RJ-0958,Possession,48,64,IN_PROGRESS,2023-10-25,2024-06-30
TL-LG-RJ-0958-FIN,LG-RJ-0958,Final Handover,64,65,IN_PROGRESS,2023-10-25,2024-06-30
TL-LG-SK-0959-LAN,LG-SK-0959,Land Identification,88,84,COMPLETED,2023-10-12,2024-06-30
TL-LG-SK-0959-SUR,LG-SK-0959,Survey,30,70,DELAYED,2023-10-12,2024-06-30
TL-LG-SK-0959-DOC,LG-SK-0959,Documentation,43,46,IN_PROGRESS,2023-10-12,2024-06-30
TL-LG-SK-0959-APP,LG-SK-0959,Approval,30,60,IN_PROGRESS,2023-10-12,2024-06-30
TL-LG-SK-0959-NOT,LG-SK-0959,Notification,90,125,DELAYED,2023-10-12,2024-06-30
TL-LG-SK-0959-OBJ,LG-SK-0959,Objection/Hearing,31,80,DELAYED,2023-10-12,2024-06-30
TL-LG-SK-0959-COM,LG-SK-0959,Compensation,80,121,DELAYED,2023-10-12,2024-06-30
TL-LG-SK-0959-LEG,LG-SK-0959,Legal Resolution,37,59,IN_PROGRESS,2023-10-12,2024-06-30
TL-LG-SK-0959-R&R,LG-SK-0959,R&R,30,53,IN_PROGRESS,2023-10-12,2024-06-30
TL-LG-SK-0959-POS,LG-SK-0959,Possession,62,106,DELAYED,2023-10-12,2024-06-30
TL-LG-SK-0959-FIN,LG-SK-0959,Final Handover,62,111,DELAYED,2023-10-12,2024-06-30
TL-LG-TN-0960-LAN,LG-TN-0960,Land Identification,37,82,DELAYED,2022-10-12,2024-06-30
TL-LG-TN-0960-SUR,LG-TN-0960,Survey,68,65,COMPLETED,2022-10-12,2024-06-30
TL-LG-TN-0960-DOC,LG-TN-0960,Documentation,60,80,IN_PROGRESS,2022-10-12,2024-06-30
TL-LG-TN-0960-APP,LG-TN-0960,Approval,84,102,IN_PROGRESS,2022-10-12,2024-06-30
TL-LG-TN-0960-NOT,LG-TN-0960,Notification,65,73,IN_PROGRESS,2022-10-12,2024-06-30
TL-LG-TN-0960-OBJ,LG-TN-0960,Objection/Hearing,81,84,IN_PROGRESS,2022-10-12,2024-06-30
TL-LG-TN-0960-COM,LG-TN-0960,Compensation,33,46,IN_PROGRESS,2022-10-12,2024-06-30
TL-LG-TN-0960-LEG,LG-TN-0960,Legal Resolution,33,28,COMPLETED,2022-10-12,2024-06-30
TL-LG-TN-0960-R&R,LG-TN-0960,R&R,69,72,IN_PROGRESS,2022-10-12,2024-06-30
TL-LG-TN-0960-POS,LG-TN-0960,Possession,37,62,IN_PROGRESS,2022-10-12,2024-06-30
TL-LG-TN-0960-FIN,LG-TN-0960,Final Handover,68,125,DELAYED,2022-10-12,2024-06-30
TL-LG-TS-0961-LAN,LG-TS-0961,Land Identification,68,75,IN_PROGRESS,2022-08-10,2024-06-30
TL-LG-TS-0961-SUR,LG-TS-0961,Survey,37,75,DELAYED,2022-08-10,2024-06-30
TL-LG-TS-0961-DOC,LG-TS-0961,Documentation,65,99,DELAYED,2022-08-10,2024-06-30
TL-LG-TS-0961-APP,LG-TS-0961,Approval,86,78,COMPLETED,2022-08-10,2024-06-30
TL-LG-TS-0961-NOT,LG-TS-0961,Notification,66,121,DELAYED,2022-08-10,2024-06-30
TL-LG-TS-0961-OBJ,LG-TS-0961,Objection/Hearing,83,108,IN_PROGRESS,2022-08-10,2024-06-30
TL-LG-TS-0961-COM,LG-TS-0961,Compensation,59,73,IN_PROGRESS,2022-08-10,2024-06-30
TL-LG-TS-0961-LEG,LG-TS-0961,Legal Resolution,69,125,DELAYED,2022-08-10,2024-06-30
TL-LG-TS-0961-R&R,LG-TS-0961,R&R,83,101,IN_PROGRESS,2022-08-10,2024-06-30
TL-LG-TS-0961-POS,LG-TS-0961,Possession,72,111,DELAYED,2022-08-10,2024-06-30
TL-LG-TS-0961-FIN,LG-TS-0961,Final Handover,88,110,IN_PROGRESS,2022-08-10,2024-06-30
TL-LG-TR-0962-LAN,LG-TR-0962,Land Identification,87,127,DELAYED,2021-06-03,2024-06-30
TL-LG-TR-0962-SUR,LG-TR-0962,Survey,68,59,COMPLETED,2021-06-03,2024-06-30
TL-LG-TR-0962-DOC,LG-TR-0962,Documentation,70,113,DELAYED,2021-06-03,2024-06-30
TL-LG-TR-0962-APP,LG-TR-0962,Approval,70,74,IN_PROGRESS,2021-06-03,2024-06-30
TL-LG-TR-0962-NOT,LG-TR-0962,Notification,30,74,DELAYED,2021-06-03,2024-06-30
TL-LG-TR-0962-OBJ,LG-TR-0962,Objection/Hearing,32,50,IN_PROGRESS,2021-06-03,2024-06-30
TL-LG-TR-0962-COM,LG-TR-0962,Compensation,87,106,IN_PROGRESS,2021-06-03,2024-06-30
TL-LG-TR-0962-LEG,LG-TR-0962,Legal Resolution,63,72,IN_PROGRESS,2021-06-03,2024-06-30
TL-LG-TR-0962-R&R,LG-TR-0962,R&R,88,96,IN_PROGRESS,2021-06-03,2024-06-30
TL-LG-TR-0962-POS,LG-TR-0962,Possession,73,89,IN_PROGRESS,2021-06-03,2024-06-30
TL-LG-TR-0962-FIN,LG-TR-0962,Final Handover,65,76,IN_PROGRESS,2021-06-03,2024-06-30
TL-LG-UP-0963-LAN,LG-UP-0963,Land Identification,41,61,IN_PROGRESS,2023-06-06,2024-06-30
TL-LG-UP-0963-SUR,LG-UP-0963,Survey,53,70,IN_PROGRESS,2023-06-06,2024-06-30
TL-LG-UP-0963-DOC,LG-UP-0963,Documentation,59,89,IN_PROGRESS,2023-06-06,2024-06-30
TL-LG-UP-0963-APP,LG-UP-0963,Approval,50,103,DELAYED,2023-06-06,2024-06-30
TL-LG-UP-0963-NOT,LG-UP-0963,Notification,38,87,DELAYED,2023-06-06,2024-06-30
TL-LG-UP-0963-OBJ,LG-UP-0963,Objection/Hearing,74,68,COMPLETED,2023-06-06,2024-06-30
TL-LG-UP-0963-COM,LG-UP-0963,Compensation,51,57,IN_PROGRESS,2023-06-06,2024-06-30
TL-LG-UP-0963-LEG,LG-UP-0963,Legal Resolution,78,108,IN_PROGRESS,2023-06-06,2024-06-30
TL-LG-UP-0963-R&R,LG-UP-0963,R&R,31,29,COMPLETED,2023-06-06,2024-06-30
TL-LG-UP-0963-POS,LG-UP-0963,Possession,90,149,DELAYED,2023-06-06,2024-06-30
TL-LG-UP-0963-FIN,LG-UP-0963,Final Handover,84,142,DELAYED,2023-06-06,2024-06-30
TL-LG-UK-0964-LAN,LG-UK-0964,Land Identification,58,67,IN_PROGRESS,2024-09-01,2024-06-30
TL-LG-UK-0964-SUR,LG-UK-0964,Survey,32,74,DELAYED,2024-09-01,2024-06-30
TL-LG-UK-0964-DOC,LG-UK-0964,Documentation,69,110,DELAYED,2024-09-01,2024-06-30
TL-LG-UK-0964-APP,LG-UK-0964,Approval,53,99,DELAYED,2024-09-01,2024-06-30
TL-LG-UK-0964-NOT,LG-UK-0964,Notification,61,102,DELAYED,2024-09-01,2024-06-30
TL-LG-UK-0964-OBJ,LG-UK-0964,Objection/Hearing,61,110,DELAYED,2024-09-01,2024-06-30
TL-LG-UK-0964-COM,LG-UK-0964,Compensation,64,118,DELAYED,2024-09-01,2024-06-30
TL-LG-UK-0964-LEG,LG-UK-0964,Legal Resolution,60,65,IN_PROGRESS,2024-09-01,2024-06-30
TL-LG-UK-0964-R&R,LG-UK-0964,R&R,42,33,COMPLETED,2024-09-01,2024-06-30
TL-LG-UK-0964-POS,LG-UK-0964,Possession,62,84,IN_PROGRESS,2024-09-01,2024-06-30
TL-LG-UK-0964-FIN,LG-UK-0964,Final Handover,82,136,DELAYED,2024-09-01,2024-06-30
TL-LG-WB-0965-LAN,LG-WB-0965,Land Identification,43,96,DELAYED,2023-09-23,2024-06-30
TL-LG-WB-0965-SUR,LG-WB-0965,Survey,38,28,COMPLETED,2023-09-23,2024-06-30
TL-LG-WB-0965-DOC,LG-WB-0965,Documentation,88,83,COMPLETED,2023-09-23,2024-06-30
TL-LG-WB-0965-APP,LG-WB-0965,Approval,55,99,DELAYED,2023-09-23,2024-06-30
TL-LG-WB-0965-NOT,LG-WB-0965,Notification,43,49,IN_PROGRESS,2023-09-23,2024-06-30
TL-LG-WB-0965-OBJ,LG-WB-0965,Objection/Hearing,69,101,DELAYED,2023-09-23,2024-06-30
TL-LG-WB-0965-COM,LG-WB-0965,Compensation,57,112,DELAYED,2023-09-23,2024-06-30
TL-LG-WB-0965-LEG,LG-WB-0965,Legal Resolution,66,125,DELAYED,2023-09-23,2024-06-30
TL-LG-WB-0965-R&R,LG-WB-0965,R&R,54,89,DELAYED,2023-09-23,2024-06-30
TL-LG-WB-0965-POS,LG-WB-0965,Possession,58,87,IN_PROGRESS,2023-09-23,2024-06-30
TL-LG-WB-0965-FIN,LG-WB-0965,Final Handover,62,83,IN_PROGRESS,2023-09-23,2024-06-30
TL-LG-AN-0966-LAN,LG-AN-0966,Land Identification,55,104,DELAYED,2022-09-01,2024-06-30
TL-LG-AN-0966-SUR,LG-AN-0966,Survey,84,76,COMPLETED,2022-09-01,2024-06-30
TL-LG-AN-0966-DOC,LG-AN-0966,Documentation,57,55,COMPLETED,2022-09-01,2024-06-30
TL-LG-AN-0966-APP,LG-AN-0966,Approval,66,119,DELAYED,2022-09-01,2024-06-30
TL-LG-AN-0966-NOT,LG-AN-0966,Notification,88,123,DELAYED,2022-09-01,2024-06-30
TL-LG-AN-0966-OBJ,LG-AN-0966,Objection/Hearing,30,20,COMPLETED,2022-09-01,2024-06-30
TL-LG-AN-0966-COM,LG-AN-0966,Compensation,43,100,DELAYED,2022-09-01,2024-06-30
TL-LG-AN-0966-LEG,LG-AN-0966,Legal Resolution,34,62,IN_PROGRESS,2022-09-01,2024-06-30
TL-LG-AN-0966-R&R,LG-AN-0966,R&R,71,68,COMPLETED,2022-09-01,2024-06-30
TL-LG-AN-0966-POS,LG-AN-0966,Possession,46,62,IN_PROGRESS,2022-09-01,2024-06-30
TL-LG-AN-0966-FIN,LG-AN-0966,Final Handover,86,145,DELAYED,2022-09-01,2024-06-30
TL-LG-CH-0967-LAN,LG-CH-0967,Land Identification,30,31,IN_PROGRESS,2023-12-23,2024-06-30
TL-LG-CH-0967-SUR,LG-CH-0967,Survey,52,68,IN_PROGRESS,2023-12-23,2024-06-30
TL-LG-CH-0967-DOC,LG-CH-0967,Documentation,34,69,DELAYED,2023-12-23,2024-06-30
TL-LG-CH-0967-APP,LG-CH-0967,Approval,88,78,COMPLETED,2023-12-23,2024-06-30
TL-LG-CH-0967-NOT,LG-CH-0967,Notification,30,66,DELAYED,2023-12-23,2024-06-30
TL-LG-CH-0967-OBJ,LG-CH-0967,Objection/Hearing,74,132,DELAYED,2023-12-23,2024-06-30
TL-LG-CH-0967-COM,LG-CH-0967,Compensation,43,80,DELAYED,2023-12-23,2024-06-30
TL-LG-CH-0967-LEG,LG-CH-0967,Legal Resolution,72,86,IN_PROGRESS,2023-12-23,2024-06-30
TL-LG-CH-0967-R&R,LG-CH-0967,R&R,49,108,DELAYED,2023-12-23,2024-06-30
TL-LG-CH-0967-POS,LG-CH-0967,Possession,50,77,IN_PROGRESS,2023-12-23,2024-06-30
TL-LG-CH-0967-FIN,LG-CH-0967,Final Handover,80,93,IN_PROGRESS,2023-12-23,2024-06-30
TL-LG-DH-0968-LAN,LG-DH-0968,Land Identification,51,83,DELAYED,2021-06-08,2024-06-30
TL-LG-DH-0968-SUR,LG-DH-0968,Survey,55,53,COMPLETED,2021-06-08,2024-06-30
TL-LG-DH-0968-DOC,LG-DH-0968,Documentation,47,45,COMPLETED,2021-06-08,2024-06-30
TL-LG-DH-0968-APP,LG-DH-0968,Approval,77,123,DELAYED,2021-06-08,2024-06-30
TL-LG-DH-0968-NOT,LG-DH-0968,Notification,90,146,DELAYED,2021-06-08,2024-06-30
TL-LG-DH-0968-OBJ,LG-DH-0968,Objection/Hearing,49,66,IN_PROGRESS,2021-06-08,2024-06-30
TL-LG-DH-0968-COM,LG-DH-0968,Compensation,86,133,DELAYED,2021-06-08,2024-06-30
TL-LG-DH-0968-LEG,LG-DH-0968,Legal Resolution,54,47,COMPLETED,2021-06-08,2024-06-30
TL-LG-DH-0968-R&R,LG-DH-0968,R&R,36,92,DELAYED,2021-06-08,2024-06-30
TL-LG-DH-0968-POS,LG-DH-0968,Possession,77,92,IN_PROGRESS,2021-06-08,2024-06-30
TL-LG-DH-0968-FIN,LG-DH-0968,Final Handover,41,76,DELAYED,2021-06-08,2024-06-30
TL-LG-DL-0969-LAN,LG-DL-0969,Land Identification,60,115,DELAYED,2024-12-25,2024-06-30
TL-LG-DL-0969-SUR,LG-DL-0969,Survey,37,76,DELAYED,2024-12-25,2024-06-30
TL-LG-DL-0969-DOC,LG-DL-0969,Documentation,68,103,DELAYED,2024-12-25,2024-06-30
TL-LG-DL-0969-APP,LG-DL-0969,Approval,74,93,IN_PROGRESS,2024-12-25,2024-06-30
TL-LG-DL-0969-NOT,LG-DL-0969,Notification,71,107,DELAYED,2024-12-25,2024-06-30
TL-LG-DL-0969-OBJ,LG-DL-0969,Objection/Hearing,39,62,IN_PROGRESS,2024-12-25,2024-06-30
TL-LG-DL-0969-COM,LG-DL-0969,Compensation,73,115,DELAYED,2024-12-25,2024-06-30
TL-LG-DL-0969-LEG,LG-DL-0969,Legal Resolution,78,92,IN_PROGRESS,2024-12-25,2024-06-30
TL-LG-DL-0969-R&R,LG-DL-0969,R&R,78,122,DELAYED,2024-12-25,2024-06-30
TL-LG-DL-0969-POS,LG-DL-0969,Possession,33,56,IN_PROGRESS,2024-12-25,2024-06-30
TL-LG-DL-0969-FIN,LG-DL-0969,Final Handover,78,91,IN_PROGRESS,2024-12-25,2024-06-30
TL-LG-JK-0970-LAN,LG-JK-0970,Land Identification,50,42,COMPLETED,2022-01-18,2024-06-30
TL-LG-JK-0970-SUR,LG-JK-0970,Survey,46,36,COMPLETED,2022-01-18,2024-06-30
TL-LG-JK-0970-DOC,LG-JK-0970,Documentation,34,54,IN_PROGRESS,2022-01-18,2024-06-30
TL-LG-JK-0970-APP,LG-JK-0970,Approval,88,118,IN_PROGRESS,2022-01-18,2024-06-30
TL-LG-JK-0970-NOT,LG-JK-0970,Notification,76,131,DELAYED,2022-01-18,2024-06-30
TL-LG-JK-0970-OBJ,LG-JK-0970,Objection/Hearing,35,90,DELAYED,2022-01-18,2024-06-30
TL-LG-JK-0970-COM,LG-JK-0970,Compensation,76,103,IN_PROGRESS,2022-01-18,2024-06-30
TL-LG-JK-0970-LEG,LG-JK-0970,Legal Resolution,45,58,IN_PROGRESS,2022-01-18,2024-06-30
TL-LG-JK-0970-R&R,LG-JK-0970,R&R,47,76,IN_PROGRESS,2022-01-18,2024-06-30
TL-LG-JK-0970-POS,LG-JK-0970,Possession,86,122,DELAYED,2022-01-18,2024-06-30
TL-LG-JK-0970-FIN,LG-JK-0970,Final Handover,61,90,IN_PROGRESS,2022-01-18,2024-06-30
TL-LG-LA-0971-LAN,LG-LA-0971,Land Identification,82,101,IN_PROGRESS,2022-04-02,2024-06-30
TL-LG-LA-0971-SUR,LG-LA-0971,Survey,49,62,IN_PROGRESS,2022-04-02,2024-06-30
TL-LG-LA-0971-DOC,LG-LA-0971,Documentation,50,85,DELAYED,2022-04-02,2024-06-30
TL-LG-LA-0971-APP,LG-LA-0971,Approval,70,69,COMPLETED,2022-04-02,2024-06-30
TL-LG-LA-0971-NOT,LG-LA-0971,Notification,40,49,IN_PROGRESS,2022-04-02,2024-06-30
TL-LG-LA-0971-OBJ,LG-LA-0971,Objection/Hearing,65,106,DELAYED,2022-04-02,2024-06-30
TL-LG-LA-0971-COM,LG-LA-0971,Compensation,78,110,DELAYED,2022-04-02,2024-06-30
