parcel_id,project_id,parcel_number,area_acres,ownership_type,verified_flag,dispute_flag
PCL-LG-HP-0910-02,LG-HP-0910,SY-308/2,775.0,Government,1,0
PCL-LG-HP-0910-03,LG-HP-0910,SY-290/3,775.0,Forest,0,0
PCL-LG-JH-0911-01,LG-JH-0911,SY-335/1,426.18,Community,1,0
PCL-LG-JH-0911-02,LG-JH-0911,SY-555/2,426.18,Forest,1,1
PCL-LG-JH-0911-03,LG-JH-0911,SY-594/3,426.18,Forest,1,0
PCL-LG-JH-0911-04,LG-JH-0911,SY-150/4,426.18,Private,0,0
PCL-LG-KA-0912-01,LG-KA-0912,SY-340/1,205.47,Community,0,0
PCL-LG-KA-0912-02,LG-KA-0912,SY-331/2,205.47,Forest,1,0
PCL-LG-KA-0912-03,LG-KA-0912,SY-100/3,205.47,Forest,1,1
PCL-LG-KA-0912-04,LG-KA-0912,SY-571/4,205.47,Forest,1,1
PCL-LG-KL-0913-01,LG-KL-0913,SY-904/1,216.17,Government,0,0
PCL-LG-KL-0913-02,LG-KL-0913,SY-262/2,216.17,Private,1,0
PCL-LG-KL-0913-03,LG-KL-0913,SY-202/3,216.17,Private,1,1
PCL-LG-KL-0913-04,LG-KL-0913,SY-677/4,216.17,Private,1,0
PCL-LG-KL-0913-05,LG-KL-0913,SY-918/5,216.17,Forest,1,1
PCL-LG-KL-0913-06,LG-KL-0913,SY-222/6,216.17,Community,1,0
PCL-LG-KL-0913-07,LG-KL-0913,SY-238/7,216.17,Private,0,0
PCL-LG-MP-0914-01,LG-MP-0914,SY-305/1,15.0,Forest,1,0
PCL-LG-MP-0914-02,LG-MP-0914,SY-930/2,15.0,Forest,1,0
PCL-LG-MP-0914-03,LG-MP-0914,SY-390/3,15.0,Community,1,1
PCL-LG-MP-0914-04,LG-MP-0914,SY-555/4,15.0,Government,1,0
PCL-LG-MH-0915-01,LG-MH-0915,SY-948/1,384.37,Government,1,0
PCL-LG-MH-0915-02,LG-MH-0915,SY-251/2,384.37,Forest,1,1
PCL-LG-MH-0915-03,LG-MH-0915,SY-890/3,384.37,Private,1,1
PCL-LG-MN-0916-01,LG-MN-0916,SY-182/1,13.75,Community,1,0
PCL-LG-MN-0916-02,LG-MN-0916,SY-485/2,13.75,Government,1,0
PCL-LG-MN-0916-03,LG-MN-0916,SY-400/3,13.75,Government,1,1
PCL-LG-MN-0916-04,LG-MN-0916,SY-628/4,13.75,Community,1,0
PCL-LG-MN-0916-05,LG-MN-0916,SY-360/5,13.75,Community,1,1
PCL-LG-MN-0916-06,LG-MN-0916,SY-854/6,13.75,Private,0,0
PCL-LG-MN-0916-07,LG-MN-0916,SY-238/7,13.75,Private,1,0
PCL-LG-MN-0916-08,LG-MN-0916,SY-607/8,13.75,Community,1,0
PCL-LG-ML-0917-01,LG-ML-0917,SY-410/1,93.6,Private,1,0
PCL-LG-ML-0917-02,LG-ML-0917,SY-883/2,93.6,Government,1,0
PCL-LG-ML-0917-03,LG-ML-0917,SY-767/3,93.6,Forest,1,0
PCL-LG-ML-0917-04,LG-ML-0917,SY-551/4,93.6,Community,1,0
PCL-LG-MZ-0918-01,LG-MZ-0918,SY-935/1,331.62,Government,1,0
PCL-LG-MZ-0918-02,LG-MZ-0918,SY-892/2,331.62,Community,0,1
PCL-LG-MZ-0918-03,LG-MZ-0918,SY-690/3,331.62,Forest,1,0
PCL-LG-MZ-0918-04,LG-MZ-0918,SY-515/4,331.62,Forest,1,0
PCL-LG-NL-0919-01,LG-NL-0919,SY-149/1,13.09,Private,1,0
PCL-LG-NL-0919-02,LG-NL-0919,SY-403/2,13.09,Private,1,0
PCL-LG-NL-0919-03,LG-NL-0919,SY-548/3,13.09,Community,1,0
PCL-LG-NL-0919-04,LG-NL-0919,SY-781/4,13.09,Government,1,0
PCL-LG-NL-0919-05,LG-NL-0919,SY-498/5,13.09,Government,1,0
PCL-LG-NL-0919-06,LG-NL-0919,SY-476/6,13.09,Private,1,0
PCL-LG-NL-0919-07,LG-NL-0919,SY-119/7,13.09,Government,0,0
PCL-LG-OD-0920-01,LG-OD-0920,SY-457/1,81.54,Community,1,0
PCL-LG-OD-0920-02,LG-OD-0920,SY-699/2,81.54,Community,1,1
PCL-LG-OD-0920-03,LG-OD-0920,SY-376/3,81.54,Community,1,1
PCL-LG-OD-0920-04,LG-OD-0920,SY-809/4,81.54,Forest,1,1
PCL-LG-OD-0920-05,LG-OD-0920,SY-176/5,81.54,Community,1,0
PCL-LG-OD-0920-06,LG-OD-0920,SY-280/6,81.54,Private,1,1
PCL-LG-OD-0920-07,LG-OD-0920,SY-924/7,81.54,Private,1,0
PCL-LG-PB-0921-01,LG-PB-0921,SY-298/1,130.48,Community,1,0
PCL-LG-PB-0921-02,LG-PB-0921,SY-945/2,130.48,Private,1,0
PCL-LG-PB-0921-03,LG-PB-0921,SY-710/3,130.48,Private,1,1
PCL-LG-PB-0921-04,LG-PB-0921,SY-188/4,130.48,Private,1,0
PCL-LG-PB-0921-05,LG-PB-0921,SY-256/5,130.48,Government,0,0
PCL-LG-PB-0921-06,LG-PB-0921,SY-471/6,130.48,Private,0,0
PCL-LG-RJ-0922-01,LG-RJ-0922,SY-401/1,114.59,Government,1,0
PCL-LG-RJ-0922-02,LG-RJ-0922,SY-984/2,114.59,Government,1,0
PCL-LG-RJ-0922-03,LG-RJ-0922,SY-388/3,114.59,Community,1,1
PCL-LG-RJ-0922-04,LG-RJ-0922,SY-788/4,114.59,Forest,0,0
PCL-LG-RJ-0922-05,LG-RJ-0922,SY-327/5,114.59,Private,0,1
PCL-LG-RJ-0922-06,LG-RJ-0922,SY-194/6,114.59,Forest,1,0
PCL-LG-RJ-0922-07,LG-RJ-0922,SY-709/7,114.59,Private,1,0
PCL-LG-RJ-0922-08,LG-RJ-0922,SY-446/8,114.59,Government,1,1
PCL-LG-SK-0923-01,LG-SK-0923,SY-262/1,496.78,Government,0,0
PCL-LG-SK-0923-02,LG-SK-0923,SY-361/2,496.78,Community,0,0
PCL-LG-SK-0923-03,LG-SK-0923,SY-987/3,496.78,Community,1,0
PCL-LG-SK-0923-04,LG-SK-0923,SY-519/4,496.78,Community,0,0
PCL-LG-SK-0923-05,LG-SK-0923,SY-604/5,496.78,Forest,0,1
PCL-LG-TN-0924-01,LG-TN-0924,SY-384/1,152.03,Forest,1,0
PCL-LG-TN-0924-02,LG-TN-0924,SY-874/2,152.03,Government,1,1
PCL-LG-TN-0924-03,LG-TN-0924,SY-874/3,152.03,Government,1,0
PCL-LG-TS-0925-01,LG-TS-0925,SY-900/1,294.74,Community,1,0
PCL-LG-TS-0925-02,LG-TS-0925,SY-475/2,294.74,Forest,0,1
PCL-LG-TS-0925-03,LG-TS-0925,SY-153/3,294.74,Community,1,0
PCL-LG-TS-0925-04,LG-TS-0925,SY-593/4,294.74,Private,0,0
PCL-LG-TS-0925-05,LG-TS-0925,SY-811/5,294.74,Government,1,1
PCL-LG-TS-0925-06,LG-TS-0925,SY-737/6,294.74,Community,1,0
PCL-LG-TS-0925-07,LG-TS-0925,SY-211/7,294.74,Community,1,0
PCL-LG-TR-0926-01,LG-TR-0926,SY-489/1,413.72,Forest,1,1
PCL-LG-TR-0926-02,LG-TR-0926,SY-717/2,413.72,Forest,1,0
PCL-LG-TR-0926-03,LG-TR-0926,SY-198/3,413.72,Forest,1,0
PCL-LG-TR-0926-04,LG-TR-0926,SY-361/4,413.72,Private,1,0
PCL-LG-TR-0926-05,LG-TR-0926,SY-123/5,413.72,Forest,1,1
PCL-LG-UP-0927-01,LG-UP-0927,SY-725/1,314.15,Private,0,1
PCL-LG-UP-0927-02,LG-UP-0927,SY-127/2,314.15,Government,1,1
PCL-LG-UP-0927-03,LG-UP-0927,SY-835/3,314.15,Forest,1,1
PCL-LG-UP-0927-04,LG-UP-0927,SY-760/4,314.15,Government,0,0
PCL-LG-UP-0927-05,LG-UP-0927,SY-428/5,314.15,Forest,0,0
PCL-LG-UP-0927-06,LG-UP-0927,SY-883/6,314.15,Community,0,0
PCL-LG-UK-0928-01,LG-UK-0928,SY-457/1,123.0,Forest,1,1
PCL-LG-UK-0928-02,LG-UK-0928,SY-694/2,123.0,Private,1,0
PCL-LG-UK-0928-03,LG-UK-0928,SY-493/3,123.0,Government,0,0
PCL-LG-UK-0928-04,LG-UK-0928,SY-513/4,123.0,Forest,0,1
PCL-LG-WB-0929-01,LG-WB-0929,SY-435/1,23.61,Private,0,1
PCL-LG-WB-0929-02,LG-WB-0929,SY-982/2,23.61,Community,0,0
PCL-LG-WB-0929-03,LG-WB-0929,SY-881/3,23.61,Forest,1,0
PCL-LG-WB-0929-04,LG-WB-0929,SY-877/4,23.61,Private,1,1
PCL-LG-WB-0929-05,LG-WB-0929,SY-105/5,23.61,Community,0,1
PCL-LG-WB-0929-06,LG-WB-0929,SY-790/6,23.61,Forest,1,0
PCL-LG-WB-0929-07,LG-WB-0929,SY-210/7,23.61,Government,1,0
PCL-LG-AN-0930-01,LG-AN-0930,SY-593/1,360.42,Private,1,0
PCL-LG-AN-0930-02,LG-AN-0930,SY-444/2,360.42,Government,1,0
PCL-LG-AN-0930-03,LG-AN-0930,SY-208/3,360.42,Private,1,1
PCL-LG-AN-0930-04,LG-AN-0930,SY-250/4,360.42,Forest,0,0
PCL-LG-AN-0930-05,LG-AN-0930,SY-425/5,360.42,Private,0,0
PCL-LG-AN-0930-06,LG-AN-0930,SY-563/6,360.42,Private,1,0
PCL-LG-CH-0931-01,LG-CH-0931,SY-142/1,328.9,Government,0,0
PCL-LG-CH-0931-02,LG-CH-0931,SY-326/2,328.9,Private,1,0
PCL-LG-CH-0931-03,LG-CH-0931,SY-419/3,328.9,Community,1,0
PCL-LG-CH-0931-04,LG-CH-0931,SY-736/4,328.9,Community,1,1
PCL-LG-DH-0932-01,LG-DH-0932,SY-951/1,267.43,Forest,1,1
PCL-LG-DH-0932-02,LG-DH-0932,SY-158/2,267.43,Government,0,0
PCL-LG-DH-0932-03,LG-DH-0932,SY-435/3,267.43,Private,0,1
PCL-LG-DH-0932-04,LG-DH-0932,SY-899/4,267.43,Government,1,1
PCL-LG-DH-0932-05,LG-DH-0932,SY-847/5,267.43,Forest,1,0
PCL-LG-DH-0932-06,LG-DH-0932,SY-193/6,267.43,Community,1,0
PCL-LG-DH-0932-07,LG-DH-0932,SY-134/7,267.43,Government,0,0
PCL-LG-DL-0933-01,LG-DL-0933,SY-570/1,292.19,Private,1,0
PCL-LG-DL-0933-02,LG-DL-0933,SY-953/2,292.19,Community,1,1
PCL-LG-DL-0933-03,LG-DL-0933,SY-576/3,292.19,Community,1,0
PCL-LG-DL-0933-04,LG-DL-0933,SY-321/4,292.19,Private,0,1
PCL-LG-DL-0933-05,LG-DL-0933,SY-913/5,292.19,Government,0,0
PCL-LG-DL-0933-06,LG-DL-0933,SY-724/6,292.19,Government,0,0
PCL-LG-DL-0933-07,LG-DL-0933,SY-523/7,292.19,Private,1,0
PCL-LG-JK-0934-01,LG-JK-0934,SY-509/1,128.3,Community,0,0
PCL-LG-JK-0934-02,LG-JK-0934,SY-152/2,128.3,Private,0,0
PCL-LG-JK-0934-03,LG-JK-0934,SY-164/3,128.3,Government,1,0
PCL-LG-LA-0935-01,LG-LA-0935,SY-791/1,249.62,Community,0,1
PCL-LG-LA-0935-02,LG-LA-0935,SY-987/2,249.62,Private,1,0
PCL-LG-LA-0935-03,LG-LA-0935,SY-196/3,249.62,Private,1,0
PCL-LG-LA-0935-04,LG-LA-0935,SY-930/4,249.62,Community,1,0
PCL-LG-LA-0935-05,LG-LA-0935,SY-611/5,249.62,Private,1,0
PCL-LG-LA-0935-06,LG-LA-0935,SY-106/6,249.62,Government,1,0
PCL-LG-LA-0935-07,LG-LA-0935,SY-842/7,249.62,Private,1,1
PCL-LG-LA-0935-08,LG-LA-0935,SY-505/8,249.62,Government,1,0
PCL-LG-LD-0936-01,LG-LD-0936,SY-965/1,543.83,Private,1,0
PCL-LG-LD-0936-02,LG-LD-0936,SY-879/2,543.83,Private,0,1
PCL-LG-LD-0936-03,LG-LD-0936,SY-300/3,543.83,Forest,1,0
PCL-LG-PY-0937-01,LG-PY-0937,SY-574/1,181.77,Community,0,0
PCL-LG-PY-0937-02,LG-PY-0937,SY-140/2,181.77,Private,1,1
PCL-LG-PY-0937-03,LG-PY-0937,SY-412/3,181.77,Private,1,0
PCL-LG-PY-0937-04,LG-PY-0937,SY-334/4,181.77,Government,1,1
PCL-LG-PY-0937-05,LG-PY-0937,SY-255/5,181.77,Forest,1,1
PCL-LG-PY-0937-06,LG-PY-0937,SY-490/6,181.77,Forest,1,1
PCL-LG-AP-0938-01,LG-AP-0938,SY-619/1,458.48,Community,1,0
PCL-LG-AP-0938-02,LG-AP-0938,SY-556/2,458.48,Government,1,0
PCL-LG-AP-0938-03,LG-AP-0938,SY-995/3,458.48,Community,1,0
PCL-LG-AP-0938-04,LG-AP-0938,SY-932/4,458.48,Forest,1,0
PCL-LG-AP-0938-05,LG-AP-0938,SY-905/5,458.48,Community,1,0
PCL-LG-AR-0939-01,LG-AR-0939,SY-260/1,284.03,Forest,1,1
PCL-LG-AR-0939-02,LG-AR-0939,SY-185/2,284.03,Government,1,0
PCL-LG-AR-0939-03,LG-AR-0939,SY-751/3,284.03,Private,1,1
PCL-LG-AS-0940-01,LG-AS-0940,SY-453/1,97.43,Forest,1,0
PCL-LG-AS-0940-02,LG-AS-0940,SY-401/2,97.43,Government,1,1
PCL-LG-AS-0940-03,LG-AS-0940,SY-885/3,97.43,Government,0,0
PCL-LG-AS-0940-04,LG-AS-0940,SY-350/4,97.43,Forest,1,0
PCL-LG-AS-0940-05,LG-AS-0940,SY-218/5,97.43,Community,1,0
PCL-LG-AS-0940-06,LG-AS-0940,SY-615/6,97.43,Community,0,0
PCL-LG-BR-0941-01,LG-BR-0941,SY-298/1,233.78,Government,1,0
PCL-LG-BR-0941-02,LG-BR-0941,SY-117/2,233.78,Community,1,1
PCL-LG-BR-0941-03,LG-BR-0941,SY-311/3,233.78,Government,1,0
PCL-LG-BR-0941-04,LG-BR-0941,SY-208/4,233.78,Community,0,0
PCL-LG-BR-0941-05,LG-BR-0941,SY-951/5,233.78,Community,1,0
PCL-LG-BR-0941-06,LG-BR-0941,SY-630/6,233.78,Government,1,1
PCL-LG-BR-0941-07,LG-BR-0941,SY-863/7,233.78,Community,1,0
PCL-LG-BR-0941-08,LG-BR-0941,SY-299/8,233.78,Private,1,0
PCL-LG-CG-0942-01,LG-CG-0942,SY-542/1,247.47,Government,1,1
PCL-LG-CG-0942-02,LG-CG-0942,SY-692/2,247.47,Community,0,0
PCL-LG-CG-0942-03,LG-CG-0942,SY-987/3,247.47,Community,0,0
PCL-LG-CG-0942-04,LG-CG-0942,SY-681/4,247.47,Community,1,1
PCL-LG-CG-0942-05,LG-CG-0942,SY-260/5,247.47,Community,1,1
PCL-LG-CG-0942-06,LG-CG-0942,SY-712/6,247.47,Private,1,0
PCL-LG-CG-0942-07,LG-CG-0942,SY-911/7,247.47,Community,1,0
PCL-LG-GA-0943-01,LG-GA-0943,SY-941/1,56.44,Forest,1,0
PCL-LG-GA-0943-02,LG-GA-0943,SY-753/2,56.44,Forest,1,0
PCL-LG-GA-0943-03,LG-GA-0943,SY-452/3,56.44,Community,0,1
PCL-LG-GA-0943-04,LG-GA-0943,SY-220/4,56.44,Government,0,0
PCL-LG-GA-0943-05,LG-GA-0943,SY-452/5,56.44,Government,1,0
PCL-LG-GJ-0944-01,LG-GJ-0944,SY-614/1,334.37,Government,1,1
PCL-LG-GJ-0944-02,LG-GJ-0944,SY-969/2,334.37,Community,1,0
PCL-LG-GJ-0944-03,LG-GJ-0944,SY-901/3,334.37,Government,0,0
PCL-LG-GJ-0944-04,LG-GJ-0944,SY-536/4,334.37,Forest,1,1
PCL-LG-GJ-0944-05,LG-GJ-0944,SY-647/5,334.37,Forest,1,0
PCL-LG-GJ-0944-06,LG-GJ-0944,SY-981/6,334.37,Forest,1,0
PCL-LG-HR-0945-01,LG-HR-0945,SY-412/1,16.43,Forest,1,1
PCL-LG-HR-0945-02,LG-HR-0945,SY-160/2,16.43,Government,1,1
PCL-LG-HR-0945-03,LG-HR-0945,SY-128/3,16.43,Government,1,0
PCL-LG-HR-0945-04,LG-HR-0945,SY-339/4,16.43,Community,0,0
PCL-LG-HR-0945-05,LG-HR-0945,SY-874/5,16.43,Forest,1,0
PCL-LG-HR-0945-06,LG-HR-0945,SY-667/6,16.43,Government,1,0
PCL-LG-HR-0945-07,LG-HR-0945,SY-354/7,16.43,Forest,1,1
PCL-LG-HR-0945-08,LG-HR-0945,SY-350/8,16.43,Government,1,0
PCL-LG-HP-0946-01,LG-HP-0946,SY-627/1,16.13,Government,1,1
PCL-LG-HP-0946-02,LG-HP-0946,SY-713/2,16.13,Community,1,0
PCL-LG-HP-0946-03,LG-HP-0946,SY-786/3,16.13,Forest,1,1
PCL-LG-HP-0946-04,LG-HP-0946,SY-749/4,16.13,Government,1,0
PCL-LG-HP-0946-05,LG-HP-0946,SY-961/5,16.13,Private,1,0
PCL-LG-HP-0946-06,LG-HP-0946,SY-338/6,16.13,Community,0,0
PCL-LG-JH-0947-01,LG-JH-0947,SY-179/1,47.0,Forest,0,0
PCL-LG-JH-0947-02,LG-JH-0947,SY-108/2,47.0,Private,1,0
PCL-LG-JH-0947-03,LG-JH-0947,SY-217/3,47.0,Private,1,1
PCL-LG-JH-0947-04,LG-JH-0947,SY-890/4,47.0,Private,0,0
PCL-LG-JH-0947-05,LG-JH-0947,SY-316/5,47.0,Private,1,0
PCL-LG-JH-0947-06,LG-JH-0947,SY-724/6,47.0,Forest,1,1
PCL-LG-JH-0947-07,LG-JH-0947,SY-175/7,47.0,Private,1,1
PCL-LG-KA-0948-01,LG-KA-0948,SY-996/1,84.15,Community,1,0
PCL-LG-KA-0948-02,LG-KA-0948,SY-690/2,84.15,Private,0,0
PCL-LG-KA-0948-03,LG-KA-0948,SY-714/3,84.15,Community,1,0
PCL-LG-KA-0948-04,LG-KA-0948,SY-477/4,84.15,Community,1,0
PCL-LG-KA-0948-05,LG-KA-0948,SY-992/5,84.15,Forest,1,0
PCL-LG-KA-0948-06,LG-KA-0948,SY-771/6,84.15,Private,1,0
PCL-LG-KL-0949-01,LG-KL-0949,SY-692/1,260.55,Forest,1,0
PCL-LG-KL-0949-02,LG-KL-0949,SY-115/2,260.55,Private,1,0
PCL-LG-KL-0949-03,LG-KL-0949,SY-599/3,260.55,Government,1,0
PCL-LG-KL-0949-04,LG-KL-0949,SY-793/4,260.55,Community,1,0
PCL-LG-KL-0949-05,LG-KL-0949,SY-679/5,260.55,Forest,1,0
PCL-LG-KL-0949-06,LG-KL-0949,SY-758/6,260.55,Community,1,1
PCL-LG-KL-0949-07,LG-KL-0949,SY-108/7,260.55,Government,0,0
PCL-LG-KL-0949-08,LG-KL-0949,SY-268/8,260.55,Community,0,0
PCL-LG-MP-0950-01,LG-MP-0950,SY-331/1,82.58,Private,1,0
PCL-LG-MP-0950-02,LG-MP-0950,SY-352/2,82.58,Private,1,0
PCL-LG-MP-0950-03,LG-MP-0950,SY-447/3,82.58,Government,0,0
PCL-LG-MP-0950-04,LG-MP-0950,SY-382/4,82.58,Private,1,0
PCL-LG-MP-0950-05,LG-MP-0950,SY-542/5,82.58,Forest,1,1
PCL-LG-MP-0950-06,LG-MP-0950,SY-326/6,82.58,Private,0,1
PCL-LG-MP-0950-07,LG-MP-0950,SY-920/7,82.58,Forest,0,0
PCL-LG-MP-0950-08,LG-MP-0950,SY-388/8,82.58,Government,1,1
PCL-LG-MH-0951-01,LG-MH-0951,SY-993/1,330.47,Private,0,0
PCL-LG-MH-0951-02,LG-MH-0951,SY-407/2,330.47,Government,1,0
PCL-LG-MH-0951-03,LG-MH-0951,SY-993/3,330.47,Private,1,1
PCL-LG-MH-0951-04,LG-MH-0951,SY-391/4,330.47,Community,1,0
PCL-LG-MH-0951-05,LG-MH-0951,SY-671/5,330.47,Forest,0,0
PCL-LG-MH-0951-06,LG-MH-0951,SY-236/6,330.47,Community,1,1
PCL-LG-MH-0951-07,LG-MH-0951,SY-412/7,330.47,Forest,0,1
PCL-LG-MN-0952-01,LG-MN-0952,SY-703/1,222.71,Government,1,0
PCL-LG-MN-0952-02,LG-MN-0952,SY-448/2,222.71,Forest,1,0
PCL-LG-MN-0952-03,LG-MN-0952,SY-845/3,222.71,Forest,1,0
PCL-LG-MN-0952-04,LG-MN-0952,SY-121/4,222.71,Private,1,0
PCL-LG-MN-0952-05,LG-MN-0952,SY-751/5,222.71,Community,1,0
PCL-LG-MN-0952-06,LG-MN-0952,SY-879/6,222.71,Community,0,1
PCL-LG-MN-0952-07,LG-MN-0952,SY-429/7,222.71,Forest,1,0
PCL-LG-ML-0953-01,LG-ML-0953,SY-856/1,249.04,Private,1,0
PCL-LG-ML-0953-02,LG-ML-0953,SY-820/2,249.04,Community,0,0
PCL-LG-ML-0953-03,LG-ML-0953,SY-861/3,249.04,Community,1,0
PCL-LG-ML-0953-04,LG-ML-0953,SY-342/4,249.04,Forest,1,1
PCL-LG-ML-0953-05,LG-ML-0953,SY-955/5,249.04,Private,1,1
PCL-LG-ML-0953-06,LG-ML-0953,SY-787/6,249.04,Government,1,1
PCL-LG-ML-0953-07,LG-ML-0953,SY-459/7,249.04,Government,1,1
PCL-LG-MZ-0954-01,LG-MZ-0954,SY-987/1,406.0,Forest,0,1
PCL-LG-MZ-0954-02,LG-MZ-0954,SY-311/2,406.0,Community,0,1
PCL-LG-MZ-0954-03,LG-MZ-0954,SY-864/3,406.0,Government,1,0
PCL-LG-MZ-0954-04,LG-MZ-0954,SY-936/4,406.0,Forest,1,0
PCL-LG-NL-0955-01,LG-NL-0955,SY-643/1,287.9,Community,1,0
PCL-LG-NL-0955-02,LG-NL-0955,SY-326/2,287.9,Private,1,0
PCL-LG-NL-0955-03,LG-NL-0955,SY-555/3,287.9,Forest,1,0
PCL-LG-NL-0955-04,LG-NL-0955,SY-343/4,287.9,Government,1,1
PCL-LG-NL-0955-05,LG-NL-0955,SY-300/5,287.9,Community,1,0
PCL-LG-OD-0956-01,LG-OD-0956,SY-747/1,75.29,Government,1,0
PCL-LG-OD-0956-02,LG-OD-0956,SY-188/2,75.29,Forest,0,1
PCL-LG-OD-0956-03,LG-OD-0956,SY-416/3,75.29,Forest,1,1
PCL-LG-OD-0956-04,LG-OD-0956,SY-607/4,75.29,Community,1,0
PCL-LG-OD-0956-05,LG-OD-0956,SY-170/5,75.29,Government,1,1
PCL-LG-OD-0956-06,LG-OD-0956,SY-723/6,75.29,Government,1,1
PCL-LG-OD-0956-07,LG-OD-0956,SY-785/7,75.29,Private,1,0
PCL-LG-PB-0957-01,LG-PB-0957,SY-651/1,206.22,Government,1,0
PCL-LG-PB-0957-02,LG-PB-0957,SY-262/2,206.22,Community,1,1
PCL-LG-PB-0957-03,LG-PB-0957,SY-534/3,206.22,Forest,1,1
PCL-LG-PB-0957-04,LG-PB-0957,SY-897/4,206.22,Government,1,0
PCL-LG-PB-0957-05,LG-PB-0957,SY-184/5,206.22,Government,1,1
PCL-LG-RJ-0958-01,LG-RJ-0958,SY-731/1,93.4,Government,0,1
PCL-LG-RJ-0958-02,LG-RJ-0958,SY-646/2,93.4,Community,1,0
PCL-LG-RJ-0958-03,LG-RJ-0958,SY-782/3,93.4,Community,0,0
PCL-LG-RJ-0958-04,LG-RJ-0958,SY-205/4,93.4,Forest,1,0
PCL-LG-RJ-0958-05,LG-RJ-0958,SY-773/5,93.4,Community,1,0
PCL-LG-RJ-0958-06,LG-RJ-0958,SY-809/6,93.4,Community,1,0
PCL-LG-RJ-0958-07,LG-RJ-0958,SY-946/7,93.4,Community,0,1
PCL-LG-SK-0959-01,LG-SK-0959,SY-206/1,35.09,Government,1,1
PCL-LG-SK-0959-02,LG-SK-0959,SY-505/2,35.09,Forest,1,0
PCL-LG-SK-0959-03,LG-SK-0959,SY-180/3,35.09,Community,1,1
PCL-LG-SK-0959-04,LG-SK-0959,SY-342/4,35.09,Government,1,0
PCL-LG-SK-0959-05,LG-SK-0959,SY-189/5,35.09,Forest,0,1
PCL-LG-SK-0959-06,LG-SK-0959,SY-824/6,35.09,Forest,1,0
PCL-LG-SK-0959-07,LG-SK-0959,SY-274/7,35.09,Community,1,0
PCL-LG-TN-0960-01,LG-TN-0960,SY-142/1,39.34,Community,1,1
PCL-LG-TN-0960-02,LG-TN-0960,SY-351/2,39.34,Community,1,0
PCL-LG-TN-0960-03,LG-TN-0960,SY-336/3,39.34,Forest,1,1
PCL-LG-TN-0960-04,LG-TN-0960,SY-433/4,39.34,Government,1,1
PCL-LG-TN-0960-05,LG-TN-0960,SY-774/5,39.34,Private,0,0
PCL-LG-TN-0960-06,LG-TN-0960,SY-508/6,39.34,Private,1,1
PCL-LG-TN-0960-07,LG-TN-0960,SY-163/7,39.34,Community,1,1
PCL-LG-TS-0961-01,LG-TS-0961,SY-548/1,112.73,Private,1,1
PCL-LG-TS-0961-02,LG-TS-0961,SY-396/2,112.73,Forest,1,0
PCL-LG-TS-0961-03,LG-TS-0961,SY-990/3,112.73,Government,1,0
PCL-LG-TS-0961-04,LG-TS-0961,SY-575/4,112.73,Forest,1,1
PCL-LG-TS-0961-05,LG-TS-0961,SY-881/5,112.73,Community,0,0
PCL-LG-TS-0961-06,LG-TS-0961,SY-397/6,112.73,Private,1,0
PCL-LG-TS-0961-07,LG-TS-0961,SY-941/7,112.73,Forest,1,1
PCL-LG-TR-0962-01,LG-TR-0962,SY-199/1,114.92,Community,1,0
PCL-LG-TR-0962-02,LG-TR-0962,SY-875/2,114.92,Government,1,0
PCL-LG-TR-0962-03,LG-TR-0962,SY-979/3,114.92,Government,0,0
PCL-LG-TR-0962-04,LG-TR-0962,SY-140/4,114.92,Forest,0,1
PCL-LG-UP-0963-01,LG-UP-0963,SY-574/1,25.0,Community,0,0
PCL-LG-UP-0963-02,LG-UP-0963,SY-564/2,25.0,Private,1,0
PCL-LG-UP-0963-03,LG-UP-0963,SY-123/3,25.0,Community,0,0
PCL-LG-UP-0963-04,LG-UP-0963,SY-536/4,25.0,Private,0,1
PCL-LG-UP-0963-05,LG-UP-0963,SY-756/5,25.0,Forest,1,1
PCL-LG-UK-0964-01,LG-UK-0964,SY-828/1,197.56,Government,0,0
PCL-LG-UK-0964-02,LG-UK-0964,SY-148/2,197.56,Community,0,0
PCL-LG-UK-0964-03,LG-UK-0964,SY-454/3,197.56,Government,1,0
PCL-LG-UK-0964-04,LG-UK-0964,SY-881/4,197.56,Forest,0,0
PCL-LG-UK-0964-05,LG-UK-0964,SY-986/5,197.56,Private,1,0
PCL-LG-WB-0965-01,LG-WB-0965,SY-788/1,344.18,Forest,1,1
PCL-LG-WB-0965-02,LG-WB-0965,SY-870/2,344.18,Forest,1,1
PCL-LG-WB-0965-03,LG-WB-0965,SY-546/3,344.18,Forest,1,0
PCL-LG-WB-0965-04,LG-WB-0965,SY-697/4,344.18,Community,1,0
PCL-LG-AN-0966-01,LG-AN-0966,SY-168/1,724.17,Government,1,1
PCL-LG-AN-0966-02,LG-AN-0966,SY-599/2,724.17,Private,0,1
PCL-LG-AN-0966-03,LG-AN-0966,SY-321/3,724.17,Private,1,1
PCL-LG-CH-0967-01,LG-CH-0967,SY-695/1,103.85,Government,0,0
PCL-LG-CH-0967-02,LG-CH-0967,SY-679/2,103.85,Private,1,1
PCL-LG-CH-0967-03,LG-CH-0967,SY-961/3,103.85,Private,0,1
PCL-LG-CH-0967-04,LG-CH-0967,SY-231/4,103.85,Private,0,0
PCL-LG-CH-0967-05,LG-CH-0967,SY-102/5,103.85,Private,1,0
PCL-LG-CH-0967-06,LG-CH-0967,SY-854/6,103.85,Forest,0,0
