admin_id,project_id,nodal_officer_assigned,dept_workload_score,sla_compliance_percentage,bottleneck_score
ADM-WB-1037,LG-WB-1037,Officer-WB-1037,3.3,56.1,54.8
ADM-AN-1038,LG-AN-1038,Officer-AN-1038,5.2,49.7,62.8
ADM-CH-1039,LG-CH-1039,Officer-CH-1039,5.9,91.1,11.1
ADM-DH-1040,LG-DH-1040,Officer-DH-1040,8.6,41.7,72.8
ADM-DL-1041,LG-DL-1041,Officer-DL-1041,2.7,86.8,16.5
ADM-JK-1042,LG-JK-1042,Officer-JK-1042,5.6,81.2,23.5
ADM-LA-1043,LG-LA-1043,Officer-LA-1043,3.3,87.5,15.7
ADM-LD-1044,LG-LD-1044,Officer-LD-1044,8.5,41.7,72.8
ADM-PY-1045,LG-PY-1045,Officer-PY-1045,5.7,62.9,46.4
ADM-AP-1046,LG-AP-1046,Officer-AP-1046,6.6,49.8,62.7
ADM-AR-1047,LG-AR-1047,Officer-AR-1047,6.7,49.9,62.7
ADM-AS-1048,LG-AS-1048,Officer-AS-1048,6.6,71.4,35.8
ADM-BR-1049,LG-BR-1049,Officer-BR-1049,5.2,58.8,51.5
ADM-CG-1050,LG-CG-1050,Officer-CG-1050,9.4,80.2,24.8
ADM-GA-1051,LG-GA-1051,Officer-GA-1051,3.6,67.3,40.8
ADM-GJ-1052,LG-GJ-1052,Officer-GJ-1052,5.9,45.4,68.2
ADM-HR-1053,LG-HR-1053,Officer-HR-1053,3.0,67.3,40.9
ADM-HP-1054,LG-HP-1054,Officer-HP-1054,8.3,67.9,40.2
ADM-JH-1055,LG-JH-1055,Officer-JH-1055,8.7,74.6,31.7
ADM-KA-1056,LG-KA-1056,Officer-KA-1056,5.3,89.9,12.6
ADM-KL-1057,LG-KL-1057,Officer-KL-1057,4.2,65.2,43.5
ADM-MP-1058,LG-MP-1058,Officer-MP-1058,2.6,38.7,76.6
ADM-MH-1059,LG-MH-1059,Officer-MH-1059,4.2,75.3,30.8
ADM-MN-1060,LG-MN-1060,Officer-MN-1060,7.5,43.3,70.9
ADM-ML-1061,LG-ML-1061,Officer-ML-1061,5.4,44.0,70.0
ADM-MZ-1062,LG-MZ-1062,Officer-MZ-1062,6.8,44.6,69.2
ADM-NL-1063,LG-NL-1063,Officer-NL-1063,4.3,70.9,36.3
ADM-OD-1064,LG-OD-1064,Officer-OD-1064,9.4,41.1,73.6
ADM-PB-1065,LG-PB-1065,Officer-PB-1065,9.1,36.5,79.3
ADM-RJ-1066,LG-RJ-1066,Officer-RJ-1066,4.6,88.6,14.3
ADM-SK-1067,LG-SK-1067,Officer-SK-1067,7.6,54.0,57.5
ADM-TN-1068,LG-TN-1068,Officer-TN-1068,2.4,36.9,78.9
ADM-TS-1069,LG-TS-1069,Officer-TS-1069,2.7,67.4,40.8
ADM-TR-1070,LG-TR-1070,Officer-TR-1070,8.2,74.8,31.5
ADM-UP-1071,LG-UP-1071,Officer-UP-1071,8.0,41.1,73.6
ADM-UK-1072,LG-UK-1072,Officer-UK-1072,3.1,85.2,18.5
ADM-WB-1073,LG-WB-1073,Officer-WB-1073,8.6,33.0,83.8
ADM-AN-1074,LG-AN-1074,Officer-AN-1074,9.0,69.4,38.2
ADM-CH-1075,LG-CH-1075,Officer-CH-1075,7.6,74.2,32.2
ADM-DH-1076,LG-DH-1076,Officer-DH-1076,5.3,69.8,37.7
ADM-DL-1077,LG-DL-1077,Officer-DL-1077,7.0,49.5,63.1
ADM-JK-1078,LG-JK-1078,Officer-JK-1078,9.1,77.5,28.2
ADM-LA-1079,LG-LA-1079,Officer-LA-1079,7.3,85.1,18.6
ADM-LD-1080,LG-LD-1080,Officer-LD-1080,2.8,70.6,36.7
ADM-PY-1081,LG-PY-1081,Officer-PY-1081,2.9,54.6,56.7
ADM-AP-1082,LG-AP-1082,Officer-AP-1082,8.3,58.5,51.9
ADM-AR-1083,LG-AR-1083,Officer-AR-1083,2.4,36.1,79.8
ADM-AS-1084,LG-AS-1084,Officer-AS-1084,7.1,74.3,32.1
ADM-BR-1085,LG-BR-1085,Officer-BR-1085,5.6,60.5,49.4
ADM-CG-1086,LG-CG-1086,Officer-CG-1086,6.4,62.7,46.6
ADM-GA-1087,LG-GA-1087,Officer-GA-1087,9.1,32.7,84.1
ADM-GJ-1088,LG-GJ-1088,Officer-GJ-1088,3.3,86.2,17.2
ADM-HR-1089,LG-HR-1089,Officer-HR-1089,7.8,69.7,37.9
ADM-HP-1090,LG-HP-1090,Officer-HP-1090,2.1,72.1,34.8
ADM-JH-1091,LG-JH-1091,Officer-JH-1091,2.2,87.7,15.4
ADM-KA-1092,LG-KA-1092,Officer-KA-1092,3.2,44.8,69.0
ADM-KL-1093,LG-KL-1093,Officer-KL-1093,2.6,34.2,82.2
ADM-MP-1094,LG-MP-1094,Officer-MP-1094,3.5,69.7,37.8
ADM-MH-1095,LG-MH-1095,Officer-MH-1095,8.6,53.1,58.6
ADM-MN-1096,LG-MN-1096,Officer-MN-1096,6.6,89.8,12.7
ADM-ML-1097,LG-ML-1097,Officer-ML-1097,7.2,62.2,47.2
ADM-MZ-1098,LG-MZ-1098,Officer-MZ-1098,4.0,55.6,55.6
ADM-NL-1099,LG-NL-1099,Officer-NL-1099,3.1,49.3,63.4
ADM-OD-1100,LG-OD-1100,Officer-OD-1100,8.2,89.9,12.6
ADM-PB-1101,LG-PB-1101,Officer-PB-1101,2.1,76.3,29.6
ADM-RJ-1102,LG-RJ-1102,Officer-RJ-1102,3.9,82.8,21.6
ADM-SK-1103,LG-SK-1103,Officer-SK-1103,8.3,46.3,67.1
ADM-TN-1104,LG-TN-1104,Officer-TN-1104,4.5,74.4,32.0
ADM-TS-1105,LG-TS-1105,Officer-TS-1105,4.9,35.0,81.3
ADM-TR-1106,LG-TR-1106,Officer-TR-1106,2.6,58.8,51.4
ADM-UP-1107,LG-UP-1107,Officer-UP-1107,8.0,38.0,77.6
ADM-UK-1108,LG-UK-1108,Officer-UK-1108,8.6,49.4,63.3
ADM-WB-1109,LG-WB-1109,Officer-WB-1109,5.3,55.8,55.2
ADM-AN-1110,LG-AN-1110,Officer-AN-1110,7.6,60.9,48.9
ADM-CH-1111,LG-CH-1111,Officer-CH-1111,4.8,72.1,34.8
ADM-DH-1112,LG-DH-1112,Officer-DH-1112,9.1,69.9,37.6
ADM-DL-1113,LG-DL-1113,Officer-DL-1113,4.7,69.8,37.8
ADM-JK-1114,LG-JK-1114,Officer-JK-1114,8.1,79.6,25.5
ADM-LA-1115,LG-LA-1115,Officer-LA-1115,2.1,69.8,37.7
ADM-LD-1116,LG-LD-1116,Officer-LD-1116,8.7,54.9,56.3
ADM-PY-1117,LG-PY-1117,Officer-PY-1117,9.3,66.4,42.0
ADM-AP-1118,LG-AP-1118,Officer-AP-1118,7.4,62.7,46.6
ADM-AR-1119,LG-AR-1119,Officer-AR-1119,4.6,80.7,24.1
ADM-AS-1120,LG-AS-1120,Officer-AS-1120,4.9,69.9,37.6
ADM-BR-1121,LG-BR-1121,Officer-BR-1121,8.7,86.8,16.4
ADM-CG-1122,LG-CG-1122,Officer-CG-1122,6.4,43.1,71.1
ADM-GA-1123,LG-GA-1123,Officer-GA-1123,6.5,59.3,50.8
ADM-GJ-1124,LG-GJ-1124,Officer-GJ-1124,8.0,85.4,18.2
ADM-HR-1125,LG-HR-1125,Officer-HR-1125,7.8,68.9,38.8
ADM-HP-1126,LG-HP-1126,Officer-HP-1126,3.9,66.2,42.2
ADM-JH-1127,LG-JH-1127,Officer-JH-1127,3.5,58.9,51.3
ADM-KA-1128,LG-KA-1128,Officer-KA-1128,8.1,86.1,17.3
ADM-KL-1129,LG-KL-1129,Officer-KL-1129,3.1,74.8,31.5
ADM-MP-1130,LG-MP-1130,Officer-MP-1130,7.6,90.5,11.9
ADM-MH-1131,LG-MH-1131,Officer-MH-1131,3.0,63.0,46.2
ADM-MN-1132,LG-MN-1132,Officer-MN-1132,2.3,63.0,46.3
ADM-ML-1133,LG-ML-1133,Officer-ML-1133,5.5,70.4,37.0
ADM-MZ-1134,LG-MZ-1134,Officer-MZ-1134,3.2,75.8,30.3
ADM-NL-1135,LG-NL-1135,Officer-NL-1135,6.1,72.2,34.7
ADM-OD-1136,LG-OD-1136,Officer-OD-1136,2.7,67.4,40.8
ADM-PB-1137,LG-PB-1137,Officer-PB-1137,5.1,62.5,46.9
ADM-RJ-1138,LG-RJ-1138,Officer-RJ-1138,5.8,56.1,54.8
ADM-SK-1139,LG-SK-1139,Officer-SK-1139,9.4,79.6,25.5
ADM-TN-1140,LG-TN-1140,Officer-TN-1140,3.0,85.5,18.2
ADM-TS-1141,LG-TS-1141,Officer-TS-1141,5.1,81.7,22.9
ADM-TR-1142,LG-TR-1142,Officer-TR-1142,9.3,68.2,39.8
ADM-UP-1143,LG-UP-1143,Officer-UP-1143,2.6,68.4,39.5
ADM-UK-1144,LG-UK-1144,Officer-UK-1144,4.1,30.6,86.7
ADM-WB-1145,LG-WB-1145,Officer-WB-1145,6.3,30.6,86.7
ADM-AN-1146,LG-AN-1146,Officer-AN-1146,7.4,73.1,33.7
ADM-CH-1147,LG-CH-1147,Officer-CH-1147,4.9,63.7,45.4
ADM-DH-1148,LG-DH-1148,Officer-DH-1148,5.0,79.1,26.1
ADM-DL-1149,LG-DL-1149,Officer-DL-1149,5.4,48.5,64.3
ADM-JK-1150,LG-JK-1150,Officer-JK-1150,6.6,58.3,52.1
ADM-LA-1151,LG-LA-1151,Officer-LA-1151,7.8,83.9,20.2
ADM-LD-1152,LG-LD-1152,Officer-LD-1152,5.2,54.2,57.2
ADM-PY-1153,LG-PY-1153,Officer-PY-1153,7.9,68.2,39.7
ADM-AP-1154,LG-AP-1154,Officer-AP-1154,4.8,68.2,39.7
ADM-AR-1155,LG-AR-1155,Officer-AR-1155,2.9,62.1,47.4
ADM-AS-1156,LG-AS-1156,Officer-AS-1156,8.4,49.4,63.3
ADM-BR-1157,LG-BR-1157,Officer-BR-1157,8.7,41.1,73.6
ADM-CG-1158,LG-CG-1158,Officer-CG-1158,5.6,91.6,10.5
ADM-GA-1159,LG-GA-1159,Officer-GA-1159,6.3,75.0,31.2
ADM-GJ-1160,LG-GJ-1160,Officer-GJ-1160,3.9,42.5,71.9
ADM-HR-1161,LG-HR-1161,Officer-HR-1161,6.9,75.5,30.6
ADM-HP-1162,LG-HP-1162,Officer-HP-1162,3.1,82.6,21.7
ADM-JH-1163,LG-JH-1163,Officer-JH-1163,7.1,48.2,64.8
ADM-KA-1164,LG-KA-1164,Officer-KA-1164,9.2,70.2,37.3
ADM-KL-1165,LG-KL-1165,Officer-KL-1165,2.0,48.9,63.8
ADM-MP-1166,LG-MP-1166,Officer-MP-1166,2.6,53.5,58.1
ADM-MH-1167,LG-MH-1167,Officer-MH-1167,8.1,77.1,28.6
ADM-MN-1168,LG-MN-1168,Officer-MN-1168,8.4,43.4,70.7
ADM-ML-1169,LG-ML-1169,Officer-ML-1169,7.2,85.4,18.2
ADM-MZ-1170,LG-MZ-1170,Officer-MZ-1170,8.3,61.8,47.7
ADM-NL-1171,LG-NL-1171,Officer-NL-1171,5.3,41.9,72.7
ADM-OD-1172,LG-OD-1172,Officer-OD-1172,8.7,77.9,27.7
ADM-PB-1173,LG-PB-1173,Officer-PB-1173,5.4,48.9,63.9
ADM-RJ-1174,LG-RJ-1174,Officer-RJ-1174,2.9,42.4,72.0
ADM-SK-1175,LG-SK-1175,Officer-SK-1175,8.3,40.2,74.8
ADM-TN-1176,LG-TN-1176,Officer-TN-1176,7.8,89.1,13.6
ADM-TS-1177,LG-TS-1177,Officer-TS-1177,8.8,62.3,47.1
ADM-TR-1178,LG-TR-1178,Officer-TR-1178,8.4,47.8,65.3
ADM-UP-1179,LG-UP-1179,Officer-UP-1179,8.6,42.9,71.4
ADM-UK-1180,LG-UK-1180,Officer-UK-1180,3.4,88.2,14.7
ADM-WB-1181,LG-WB-1181,Officer-WB-1181,6.6,89.4,13.2
ADM-AN-1182,LG-AN-1182,Officer-AN-1182,3.2,73.3,33.4
ADM-CH-1183,LG-CH-1183,Officer-CH-1183,2.0,71.3,35.9
ADM-DH-1184,LG-DH-1184,Officer-DH-1184,8.2,63.1,46.2
ADM-DL-1185,LG-DL-1185,Officer-DL-1185,9.0,40.8,74.0
ADM-JK-1186,LG-JK-1186,Officer-JK-1186,6.9,61.4,48.2
ADM-LA-1187,LG-LA-1187,Officer-LA-1187,6.1,82.9,21.4
ADM-LD-1188,LG-LD-1188,Officer-LD-1188,2.1,29.9,87.6
ADM-PY-1189,LG-PY-1189,Officer-PY-1189,5.6,81.1,23.7
ADM-AP-1190,LG-AP-1190,Officer-AP-1190,8.5,58.1,52.3
ADM-AR-1191,LG-AR-1191,Officer-AR-1191,8.6,50.1,62.4
ADM-AS-1192,LG-AS-1192,Officer-AS-1192,5.9,81.6,23.1
ADM-BR-1193,LG-BR-1193,Officer-BR-1193,2.4,46.4,66.9
ADM-CG-1194,LG-CG-1194,Officer-CG-1194,8.6,45.0,68.7
ADM-GA-1195,LG-GA-1195,Officer-GA-1195,4.1,86.9,16.4
ADM-GJ-1196,LG-GJ-1196,Officer-GJ-1196,2.9,76.1,29.9
ADM-HR-1197,LG-HR-1197,Officer-HR-1197,4.1,86.5,16.9
ADM-HP-1198,LG-HP-1198,Officer-HP-1198,5.2,62.2,47.3
ADM-JH-1199,LG-JH-1199,Officer-JH-1199,6.6,47.5,65.6
ADM-KA-1200,LG-KA-1200,Officer-KA-1200,4.9,55.0,56.3
ADM-KL-1201,LG-KL-1201,Officer-KL-1201,9.1,85.1,18.6
ADM-MP-1202,LG-MP-1202,Officer-MP-1202,3.4,30.2,87.3
ADM-MH-1203,LG-MH-1203,Officer-MH-1203,8.0,45.3,68.4
ADM-MN-1204,LG-MN-1204,Officer-MN-1204,8.9,67.0,41.2
ADM-ML-1205,LG-ML-1205,Officer-ML-1205,5.0,78.0,27.5
ADM-MZ-1206,LG-MZ-1206,Officer-MZ-1206,2.3,65.6,43.1
ADM-NL-1207,LG-NL-1207,Officer-NL-1207,7.5,55.3,55.9
ADM-OD-1208,LG-OD-1208,Officer-OD-1208,7.4,44.8,69.0
ADM-PB-1209,LG-PB-1209,Officer-PB-1209,9.2,74.6,31.8
ADM-RJ-1210,LG-RJ-1210,Officer-RJ-1210,3.2,59.5,50.6
ADM-SK-1211,LG-SK-1211,Officer-SK-1211,6.8,35.7,80.4
ADM-TN-1212,LG-TN-1212,Officer-TN-1212,8.4,62.2,47.2
ADM-TS-1213,LG-TS-1213,Officer-TS-1213,7.4,89.4,13.2
ADM-TR-1214,LG-TR-1214,Officer-TR-1214,5.4,48.7,64.1
ADM-UP-1215,LG-UP-1215,Officer-UP-1215,6.2,36.6,79.3
ADM-UK-1216,LG-UK-1216,Officer-UK-1216,4.2,57.2,53.6
ADM-WB-1217,LG-WB-1217,Officer-WB-1217,9.0,65.1,43.7
ADM-AN-1218,LG-AN-1218,Officer-AN-1218,4.4,77.7,27.9
ADM-CH-1219,LG-CH-1219,Officer-CH-1219,3.6,71.9,35.1
ADM-DH-1220,LG-DH-1220,Officer-DH-1220,3.2,48.0,65.1
ADM-DL-1221,LG-DL-1221,Officer-DL-1221,3.8,52.5,59.3
ADM-JK-1222,LG-JK-1222,Officer-JK-1222,7.4,89.7,12.9
ADM-LA-1223,LG-LA-1223,Officer-LA-1223,8.2,82.9,21.3
ADM-LD-1224,LG-LD-1224,Officer-LD-1224,3.5,49.0,63.8
ADM-PY-1225,LG-PY-1225,Officer-PY-1225,6.9,48.1,64.9
ADM-AP-1226,LG-AP-1226,Officer-AP-1226,3.1,79.0,26.3
ADM-AR-1227,LG-AR-1227,Officer-AR-1227,6.2,73.6,33.0
ADM-AS-1228,LG-AS-1228,Officer-AS-1228,3.7,83.6,20.5
ADM-BR-1229,LG-BR-1229,Officer-BR-1229,2.8,76.5,29.4
ADM-CG-1230,LG-CG-1230,Officer-CG-1230,5.0,50.7,61.7
ADM-GA-1231,LG-GA-1231,Officer-GA-1231,6.5,83.8,20.3
ADM-GJ-1232,LG-GJ-1232,Officer-GJ-1232,8.6,29.1,88.6
ADM-HR-1233,LG-HR-1233,Officer-HR-1233,6.0,83.8,20.3
ADM-HP-1234,LG-HP-1234,Officer-HP-1234,8.3,56.9,53.9
ADM-JH-1235,LG-JH-1235,Officer-JH-1235,7.1,70.6,36.8
ADM-KA-1236,LG-KA-1236,Officer-KA-1236,7.5,41.9,72.6
ADM-KL-1237,LG-KL-1237,Officer-KL-1237,2.4,62.5,46.9
ADM-MP-1238,LG-MP-1238,Officer-MP-1238,2.9,65.6,43.0
ADM-MH-1239,LG-MH-1239,Officer-MH-1239,5.7,74.5,31.8
ADM-MN-1240,LG-MN-1240,Officer-MN-1240,5.0,64.9,43.9
ADM-ML-1241,LG-ML-1241,Officer-ML-1241,7.6,24.5,94.4
ADM-MZ-1242,LG-MZ-1242,Officer-MZ-1242,7.0,43.3,70.9
ADM-NL-1243,LG-NL-1243,Officer-NL-1243,9.5,48.5,64.4
ADM-OD-1244,LG-OD-1244,Officer-OD-1244,9.1,87.7,15.4
ADM-PB-1245,LG-PB-1245,Officer-PB-1245,7.4,66.4,42.0
ADM-RJ-1246,LG-RJ-1246,Officer-RJ-1246,4.5,57.1,53.7
ADM-SK-1247,LG-SK-1247,Officer-SK-1247,4.1,61.1,48.6
ADM-TN-1248,LG-TN-1248,Officer-TN-1248,9.3,73.3,33.4
ADM-TS-1249,LG-TS-1249,Officer-TS-1249,4.7,61.7,47.8
ADM-TR-1250,LG-TR-1250,Officer-TR-1250,4.7,43.5,70.6
