history_id,project_id,prediction_date,delay_probability,risk_score,risk_category,expected_delay_days,highest_risk_stage,model_version
HIS-MH-0771,LG-MH-0771,2024-02-01,0.22,22.0,LOW,14,Compensation,v1.0.0
HIS-MN-0772,LG-MN-0772,2024-02-01,0.77,77.0,HIGH,256,Land Identification,v1.0.0
HIS-ML-0773,LG-ML-0773,2024-02-01,0.18,18.0,LOW,3,Objection/Hearing,v1.0.0
HIS-MZ-0774,LG-MZ-0774,2024-02-01,0.4,40.0,MEDIUM,115,Legal Resolution,v1.0.0
HIS-NL-0775,LG-NL-0775,2024-02-01,0.07,7.0,LOW,3,Survey,v1.0.0
HIS-OD-0776,LG-OD-0776,2024-02-01,0.14,14.0,LOW,0,Land Identification,v1.0.0
HIS-PB-0777,LG-PB-0777,2024-02-01,0.7,70.0,HIGH,135,Approval,v1.0.0
HIS-RJ-0778,LG-RJ-0778,2024-02-01,0.78,78.0,HIGH,258,Possession,v1.0.0
HIS-SK-0779,LG-SK-0779,2024-02-01,0.7,70.0,HIGH,255,Approval,v1.0.0
HIS-TN-0780,LG-TN-0780,2024-02-01,0.14,14.0,LOW,3,Final Handover,v1.0.0
HIS-TS-0781,LG-TS-0781,2024-02-01,0.67,67.0,HIGH,207,R&R,v1.0.0
HIS-TR-0782,LG-TR-0782,2024-02-01,0.51,51.0,MEDIUM,59,Documentation,v1.0.0
HIS-UP-0783,LG-UP-0783,2024-02-01,0.3,30.0,LOW,3,Legal Resolution,v1.0.0
HIS-UK-0784,LG-UK-0784,2024-02-01,0.55,55.0,MEDIUM,88,Land Identification,v1.0.0
HIS-WB-0785,LG-WB-0785,2024-02-01,0.28,28.0,LOW,4,Possession,v1.0.0
HIS-AN-0786,LG-AN-0786,2024-02-01,0.89,89.0,CRITICAL,471,Approval,v1.0.0
HIS-CH-0787,LG-CH-0787,2024-02-01,0.12,12.0,LOW,15,Survey,v1.0.0
HIS-DH-0788,LG-DH-0788,2024-02-01,0.65,65.0,HIGH,180,Possession,v1.0.0
HIS-DL-0789,LG-DL-0789,2024-02-01,0.12,12.0,LOW,4,Objection/Hearing,v1.0.0
HIS-JK-0790,LG-JK-0790,2024-02-01,0.2,20.0,LOW,7,Survey,v1.0.0
HIS-LA-0791,LG-LA-0791,2024-02-01,0.34,34.0,MEDIUM,96,R&R,v1.0.0
HIS-LD-0792,LG-LD-0792,2024-02-01,0.77,77.0,HIGH,194,Notification,v1.0.0
HIS-PY-0793,LG-PY-0793,2024-02-01,0.68,68.0,HIGH,137,Approval,v1.0.0
HIS-AP-0794,LG-AP-0794,2024-02-01,0.69,69.0,HIGH,211,Compensation,v1.0.0
HIS-AR-0795,LG-AR-0795,2024-02-01,0.29,29.0,LOW,8,Notification,v1.0.0
HIS-AS-0796,LG-AS-0796,2024-02-01,0.52,52.0,MEDIUM,55,Final Handover,v1.0.0
HIS-BR-0797,LG-BR-0797,2024-02-01,0.47,47.0,MEDIUM,113,Legal Resolution,v1.0.0
HIS-CG-0798,LG-CG-0798,2024-02-01,0.63,63.0,HIGH,253,Notification,v1.0.0
HIS-GA-0799,LG-GA-0799,2024-02-01,0.89,89.0,CRITICAL,303,Survey,v1.0.0
HIS-GJ-0800,LG-GJ-0800,2024-02-01,0.72,72.0,HIGH,151,R&R,v1.0.0
HIS-HR-0801,LG-HR-0801,2024-02-01,0.4,40.0,MEDIUM,4,Compensation,v1.0.0
HIS-HP-0802,LG-HP-0802,2024-02-01,0.4,40.0,MEDIUM,89,Approval,v1.0.0
HIS-JH-0803,LG-JH-0803,2024-02-01,0.17,17.0,LOW,7,Objection/Hearing,v1.0.0
HIS-KA-0804,LG-KA-0804,2024-02-01,0.29,29.0,LOW,14,Compensation,v1.0.0
HIS-KL-0805,LG-KL-0805,2024-02-01,0.12,12.0,LOW,3,R&R,v1.0.0
HIS-MP-0806,LG-MP-0806,2024-02-01,0.7,70.0,HIGH,250,Notification,v1.0.0
HIS-MH-0807,LG-MH-0807,2024-02-01,0.84,84.0,CRITICAL,267,Land Identification,v1.0.0
HIS-MN-0808,LG-MN-0808,2024-02-01,0.29,29.0,LOW,13,Notification,v1.0.0
HIS-ML-0809,LG-ML-0809,2024-02-01,0.63,63.0,HIGH,189,Possession,v1.0.0
HIS-MZ-0810,LG-MZ-0810,2024-02-01,0.65,65.0,HIGH,224,Documentation,v1.0.0
HIS-NL-0811,LG-NL-0811,2024-02-01,0.35,35.0,MEDIUM,21,Survey,v1.0.0
HIS-OD-0812,LG-OD-0812,2024-02-01,0.41,41.0,MEDIUM,4,Objection/Hearing,v1.0.0
HIS-PB-0813,LG-PB-0813,2024-02-01,0.78,78.0,HIGH,200,Possession,v1.0.0
HIS-RJ-0814,LG-RJ-0814,2024-02-01,0.64,64.0,HIGH,207,Documentation,v1.0.0
HIS-SK-0815,LG-SK-0815,2024-02-01,0.45,45.0,MEDIUM,20,Documentation,v1.0.0
HIS-TN-0816,LG-TN-0816,2024-02-01,0.95,95.0,CRITICAL,560,Survey,v1.0.0
HIS-TS-0817,LG-TS-0817,2024-02-01,0.39,39.0,MEDIUM,15,R&R,v1.0.0
HIS-TR-0818,LG-TR-0818,2024-02-01,0.19,19.0,LOW,7,Objection/Hearing,v1.0.0
HIS-UP-0819,LG-UP-0819,2024-02-01,0.52,52.0,MEDIUM,115,Documentation,v1.0.0
HIS-UK-0820,LG-UK-0820,2024-02-01,0.31,31.0,MEDIUM,12,Survey,v1.0.0
HIS-WB-0821,LG-WB-0821,2024-02-01,0.34,34.0,MEDIUM,10,Possession,v1.0.0
HIS-AN-0822,LG-AN-0822,2024-02-01,0.57,57.0,MEDIUM,94,Land Identification,v1.0.0
HIS-CH-0823,LG-CH-0823,2024-02-01,0.79,79.0,HIGH,158,R&R,v1.0.0
HIS-DH-0824,LG-DH-0824,2024-02-01,0.3,30.0,LOW,3,Compensation,v1.0.0
HIS-DL-0825,LG-DL-0825,2024-02-01,0.07,7.0,LOW,1,Final Handover,v1.0.0
HIS-JK-0826,LG-JK-0826,2024-02-01,0.4,40.0,MEDIUM,8,Compensation,v1.0.0
HIS-LA-0827,LG-LA-0827,2024-02-01,0.6,60.0,MEDIUM,15,Approval,v1.0.0
HIS-LD-0828,LG-LD-0828,2024-02-01,0.95,95.0,CRITICAL,459,Compensation,v1.0.0
HIS-PY-0829,LG-PY-0829,2024-02-01,0.52,52.0,MEDIUM,9,R&R,v1.0.0
HIS-AP-0830,LG-AP-0830,2024-02-01,0.71,71.0,HIGH,259,Compensation,v1.0.0
HIS-AR-0831,LG-AR-0831,2024-02-01,0.34,34.0,MEDIUM,128,Documentation,v1.0.0
HIS-AS-0832,LG-AS-0832,2024-02-01,0.37,37.0,MEDIUM,1,Compensation,v1.0.0
HIS-BR-0833,LG-BR-0833,2024-02-01,0.06,6.0,LOW,13,Legal Resolution,v1.0.0
HIS-CG-0834,LG-CG-0834,2024-02-01,0.61,61.0,HIGH,150,R&R,v1.0.0
HIS-GA-0835,LG-GA-0835,2024-02-01,0.7,70.0,HIGH,184,R&R,v1.0.0
HIS-GJ-0836,LG-GJ-0836,2024-02-01,0.65,65.0,HIGH,154,R&R,v1.0.0
HIS-HR-0837,LG-HR-0837,2024-02-01,0.63,63.0,HIGH,156,Land Identification,v1.0.0
HIS-HP-0838,LG-HP-0838,2024-02-01,0.66,66.0,HIGH,155,Final Handover,v1.0.0
HIS-JH-0839,LG-JH-0839,2024-02-01,0.4,40.0,MEDIUM,49,Survey,v1.0.0
HIS-KA-0840,LG-KA-0840,2024-02-01,0.76,76.0,HIGH,259,Possession,v1.0.0
HIS-KL-0841,LG-KL-0841,2024-02-01,0.69,69.0,HIGH,191,Land Identification,v1.0.0
HIS-MP-0842,LG-MP-0842,2024-02-01,0.57,57.0,MEDIUM,5,Final Handover,v1.0.0
HIS-MH-0843,LG-MH-0843,2024-02-01,0.5,50.0,MEDIUM,14,Final Handover,v1.0.0
HIS-MN-0844,LG-MN-0844,2024-02-01,0.58,58.0,MEDIUM,86,Documentation,v1.0.0
HIS-ML-0845,LG-ML-0845,2024-02-01,0.44,44.0,MEDIUM,72,Possession,v1.0.0
HIS-MZ-0846,LG-MZ-0846,2024-02-01,0.63,63.0,HIGH,243,Legal Resolution,v1.0.0
HIS-NL-0847,LG-NL-0847,2024-02-01,0.26,26.0,LOW,3,R&R,v1.0.0
HIS-OD-0848,LG-OD-0848,2024-02-01,0.76,76.0,HIGH,175,Notification,v1.0.0
HIS-PB-0849,LG-PB-0849,2024-02-01,0.98,98.0,CRITICAL,471,Documentation,v1.0.0
HIS-RJ-0850,LG-RJ-0850,2024-02-01,0.1,10.0,LOW,15,R&R,v1.0.0
HIS-SK-0851,LG-SK-0851,2024-02-01,0.52,52.0,MEDIUM,14,Objection/Hearing,v1.0.0
HIS-TN-0852,LG-TN-0852,2024-02-01,0.38,38.0,MEDIUM,18,Possession,v1.0.0
HIS-TS-0853,LG-TS-0853,2024-02-01,0.11,11.0,LOW,1,Objection/Hearing,v1.0.0
HIS-TR-0854,LG-TR-0854,2024-02-01,0.24,24.0,LOW,8,Land Identification,v1.0.0
HIS-UP-0855,LG-UP-0855,2024-02-01,0.37,37.0,MEDIUM,18,Approval,v1.0.0
HIS-UK-0856,LG-UK-0856,2024-02-01,0.44,44.0,MEDIUM,35,Compensation,v1.0.0
HIS-WB-0857,LG-WB-0857,2024-02-01,0.66,66.0,HIGH,196,Survey,v1.0.0
HIS-AN-0858,LG-AN-0858,2024-02-01,0.23,23.0,LOW,5,R&R,v1.0.0
HIS-CH-0859,LG-CH-0859,2024-02-01,0.12,12.0,LOW,13,Compensation,v1.0.0
HIS-DH-0860,LG-DH-0860,2024-02-01,0.63,63.0,HIGH,215,Documentation,v1.0.0
HIS-DL-0861,LG-DL-0861,2024-02-01,0.25,25.0,LOW,5,Notification,v1.0.0
HIS-JK-0862,LG-JK-0862,2024-02-01,0.17,17.0,LOW,2,Compensation,v1.0.0
HIS-LA-0863,LG-LA-0863,2024-02-01,0.64,64.0,HIGH,255,Documentation,v1.0.0
HIS-LD-0864,LG-LD-0864,2024-02-01,0.83,83.0,CRITICAL,587,R&R,v1.0.0
HIS-PY-0865,LG-PY-0865,2024-02-01,0.59,59.0,MEDIUM,81,Survey,v1.0.0
HIS-AP-0866,LG-AP-0866,2024-02-01,0.37,37.0,MEDIUM,91,Objection/Hearing,v1.0.0
HIS-AR-0867,LG-AR-0867,2024-02-01,0.19,19.0,LOW,13,Possession,v1.0.0
HIS-AS-0868,LG-AS-0868,2024-02-01,0.72,72.0,HIGH,128,Objection/Hearing,v1.0.0
HIS-BR-0869,LG-BR-0869,2024-02-01,0.56,56.0,MEDIUM,73,Notification,v1.0.0
HIS-CG-0870,LG-CG-0870,2024-02-01,0.51,51.0,MEDIUM,25,R&R,v1.0.0
HIS-GA-0871,LG-GA-0871,2024-02-01,0.52,52.0,MEDIUM,5,Compensation,v1.0.0
HIS-GJ-0872,LG-GJ-0872,2024-02-01,0.53,53.0,MEDIUM,23,Land Identification,v1.0.0
HIS-HR-0873,LG-HR-0873,2024-02-01,0.72,72.0,HIGH,161,Survey,v1.0.0
HIS-HP-0874,LG-HP-0874,2024-02-01,0.18,18.0,LOW,0,Survey,v1.0.0
HIS-JH-0875,LG-JH-0875,2024-02-01,0.73,73.0,HIGH,136,Final Handover,v1.0.0
HIS-KA-0876,LG-KA-0876,2024-02-01,0.73,73.0,HIGH,218,Approval,v1.0.0
HIS-KL-0877,LG-KL-0877,2024-02-01,0.98,98.0,CRITICAL,556,Final Handover,v1.0.0
HIS-MP-0878,LG-MP-0878,2024-02-01,0.16,16.0,LOW,0,Compensation,v1.0.0
HIS-MH-0879,LG-MH-0879,2024-02-01,0.21,21.0,LOW,7,Compensation,v1.0.0
HIS-MN-0880,LG-MN-0880,2024-02-01,0.84,84.0,CRITICAL,402,Notification,v1.0.0
HIS-ML-0881,LG-ML-0881,2024-02-01,0.68,68.0,HIGH,182,Legal Resolution,v1.0.0
HIS-MZ-0882,LG-MZ-0882,2024-02-01,0.66,66.0,HIGH,247,Approval,v1.0.0
HIS-NL-0883,LG-NL-0883,2024-02-01,0.08,8.0,LOW,5,R&R,v1.0.0
HIS-OD-0884,LG-OD-0884,2024-02-01,0.53,53.0,MEDIUM,10,Possession,v1.0.0
HIS-PB-0885,LG-PB-0885,2024-02-01,0.61,61.0,HIGH,223,Notification,v1.0.0
HIS-RJ-0886,LG-RJ-0886,2024-02-01,0.64,64.0,HIGH,202,Notification,v1.0.0
HIS-SK-0887,LG-SK-0887,2024-02-01,0.49,49.0,MEDIUM,74,Land Identification,v1.0.0
HIS-TN-0888,LG-TN-0888,2024-02-01,0.35,35.0,MEDIUM,81,Land Identification,v1.0.0
HIS-TS-0889,LG-TS-0889,2024-02-01,0.07,7.0,LOW,11,Objection/Hearing,v1.0.0
HIS-TR-0890,LG-TR-0890,2024-02-01,0.75,75.0,HIGH,233,Documentation,v1.0.0
HIS-UP-0891,LG-UP-0891,2024-02-01,0.27,27.0,LOW,5,Legal Resolution,v1.0.0
HIS-UK-0892,LG-UK-0892,2024-02-01,0.45,45.0,MEDIUM,20,Survey,v1.0.0
HIS-WB-0893,LG-WB-0893,2024-02-01,0.94,94.0,CRITICAL,332,Approval,v1.0.0
HIS-AN-0894,LG-AN-0894,2024-02-01,0.84,84.0,CRITICAL,317,Objection/Hearing,v1.0.0
HIS-CH-0895,LG-CH-0895,2024-02-01,0.27,27.0,LOW,9,Land Identification,v1.0.0
HIS-DH-0896,LG-DH-0896,2024-02-01,0.09,9.0,LOW,5,Documentation,v1.0.0
HIS-DL-0897,LG-DL-0897,2024-02-01,0.75,75.0,HIGH,206,R&R,v1.0.0
HIS-JK-0898,LG-JK-0898,2024-02-01,0.25,25.0,LOW,15,Land Identification,v1.0.0
HIS-LA-0899,LG-LA-0899,2024-02-01,0.05,5.0,LOW,3,Objection/Hearing,v1.0.0
HIS-LD-0900,LG-LD-0900,2024-02-01,0.56,56.0,MEDIUM,4,Legal Resolution,v1.0.0
HIS-PY-0901,LG-PY-0901,2024-02-01,0.23,23.0,LOW,3,R&R,v1.0.0
HIS-AP-0902,LG-AP-0902,2024-02-01,0.08,8.0,LOW,13,Final Handover,v1.0.0
HIS-AR-0903,LG-AR-0903,2024-02-01,0.54,54.0,MEDIUM,83,Objection/Hearing,v1.0.0
HIS-AS-0904,LG-AS-0904,2024-02-01,0.2,20.0,LOW,14,Possession,v1.0.0
HIS-BR-0905,LG-BR-0905,2024-02-01,0.59,59.0,MEDIUM,90,Approval,v1.0.0
HIS-CG-0906,LG-CG-0906,2024-02-01,0.37,37.0,MEDIUM,4,Final Handover,v1.0.0
HIS-GA-0907,LG-GA-0907,2024-02-01,0.62,62.0,HIGH,156,Possession,v1.0.0
HIS-GJ-0908,LG-GJ-0908,2024-02-01,0.39,39.0,MEDIUM,127,Approval,v1.0.0
HIS-HR-0909,LG-HR-0909,2024-02-01,0.89,89.0,CRITICAL,489,Compensation,v1.0.0
HIS-HP-0910,LG-HP-0910,2024-02-01,0.39,39.0,MEDIUM,20,Land Identification,v1.0.0
HIS-JH-0911,LG-JH-0911,2024-02-01,0.5,50.0,MEDIUM,16,R&R,v1.0.0
HIS-KA-0912,LG-KA-0912,2024-02-01,0.72,72.0,HIGH,185,Approval,v1.0.0
HIS-KL-0913,LG-KL-0913,2024-02-01,0.23,23.0,LOW,5,Compensation,v1.0.0
HIS-MP-0914,LG-MP-0914,2024-02-01,0.88,88.0,CRITICAL,424,Documentation,v1.0.0
HIS-MH-0915,LG-MH-0915,2024-02-01,0.92,92.0,CRITICAL,544,Final Handover,v1.0.0
HIS-MN-0916,LG-MN-0916,2024-02-01,0.42,42.0,MEDIUM,6,Possession,v1.0.0
HIS-ML-0917,LG-ML-0917,2024-02-01,0.6,60.0,MEDIUM,32,Legal Resolution,v1.0.0
HIS-MZ-0918,LG-MZ-0918,2024-02-01,0.12,12.0,LOW,9,Notification,v1.0.0
HIS-NL-0919,LG-NL-0919,2024-02-01,0.32,32.0,MEDIUM,5,Land Identification,v1.0.0
HIS-OD-0920,LG-OD-0920,2024-02-01,0.65,65.0,HIGH,148,Final Handover,v1.0.0
HIS-PB-0921,LG-PB-0921,2024-02-01,0.36,36.0,MEDIUM,20,Legal Resolution,v1.0.0
HIS-RJ-0922,LG-RJ-0922,2024-02-01,0.46,46.0,MEDIUM,56,R&R,v1.0.0
HIS-SK-0923,LG-SK-0923,2024-02-01,0.66,66.0,HIGH,160,R&R,v1.0.0
HIS-TN-0924,LG-TN-0924,2024-02-01,0.63,63.0,HIGH,215,Approval,v1.0.0
HIS-TS-0925,LG-TS-0925,2024-02-01,0.96,96.0,CRITICAL,327,Land Identification,v1.0.0
HIS-TR-0926,LG-TR-0926,2024-02-01,0.7,70.0,HIGH,227,Legal Resolution,v1.0.0
HIS-UP-0927,LG-UP-0927,2024-02-01,0.37,37.0,MEDIUM,72,Objection/Hearing,v1.0.0
HIS-UK-0928,LG-UK-0928,2024-02-01,0.71,71.0,HIGH,145,Final Handover,v1.0.0
HIS-WB-0929,LG-WB-0929,2024-02-01,0.22,22.0,LOW,13,Possession,v1.0.0
HIS-AN-0930,LG-AN-0930,2024-02-01,0.41,41.0,MEDIUM,10,Approval,v1.0.0
HIS-CH-0931,LG-CH-0931,2024-02-01,0.59,59.0,MEDIUM,7,Objection/Hearing,v1.0.0
HIS-DH-0932,LG-DH-0932,2024-02-01,0.59,59.0,MEDIUM,72,Possession,v1.0.0
HIS-DL-0933,LG-DL-0933,2024-02-01,0.2,20.0,LOW,5,Objection/Hearing,v1.0.0
HIS-JK-0934,LG-JK-0934,2024-02-01,0.52,52.0,MEDIUM,100,Final Handover,v1.0.0
HIS-LA-0935,LG-LA-0935,2024-02-01,0.62,62.0,HIGH,228,Survey,v1.0.0
HIS-LD-0936,LG-LD-0936,2024-02-01,0.61,61.0,HIGH,193,Notification,v1.0.0
HIS-PY-0937,LG-PY-0937,2024-02-01,0.72,72.0,HIGH,151,Land Identification,v1.0.0
HIS-AP-0938,LG-AP-0938,2024-02-01,0.23,23.0,LOW,6,Documentation,v1.0.0
HIS-AR-0939,LG-AR-0939,2024-02-01,0.16,16.0,LOW,11,Notification,v1.0.0
HIS-AS-0940,LG-AS-0940,2024-02-01,0.67,67.0,HIGH,143,Final Handover,v1.0.0
HIS-BR-0941,LG-BR-0941,2024-02-01,0.67,67.0,HIGH,120,Approval,v1.0.0
HIS-CG-0942,LG-CG-0942,2024-02-01,0.27,27.0,LOW,4,Survey,v1.0.0
HIS-GA-0943,LG-GA-0943,2024-02-01,0.28,28.0,LOW,2,R&R,v1.0.0
HIS-GJ-0944,LG-GJ-0944,2024-02-01,0.55,55.0,MEDIUM,13,Final Handover,v1.0.0
HIS-HR-0945,LG-HR-0945,2024-02-01,0.83,83.0,CRITICAL,298,Compensation,v1.0.0
HIS-HP-0946,LG-HP-0946,2024-02-01,0.1,10.0,LOW,4,Approval,v1.0.0
HIS-JH-0947,LG-JH-0947,2024-02-01,0.11,11.0,LOW,5,Possession,v1.0.0
HIS-KA-0948,LG-KA-0948,2024-02-01,0.69,69.0,HIGH,183,Legal Resolution,v1.0.0
HIS-KL-0949,LG-KL-0949,2024-02-01,0.94,94.0,CRITICAL,439,Documentation,v1.0.0
HIS-MP-0950,LG-MP-0950,2024-02-01,0.94,94.0,CRITICAL,315,Legal Resolution,v1.0.0
HIS-MH-0951,LG-MH-0951,2024-02-01,0.53,53.0,MEDIUM,84,Documentation,v1.0.0
HIS-MN-0952,LG-MN-0952,2024-02-01,0.22,22.0,LOW,6,Survey,v1.0.0
HIS-ML-0953,LG-ML-0953,2024-02-01,0.59,59.0,MEDIUM,4,Notification,v1.0.0
HIS-MZ-0954,LG-MZ-0954,2024-02-01,0.37,37.0,MEDIUM,21,Final Handover,v1.0.0
HIS-NL-0955,LG-NL-0955,2024-02-01,0.76,76.0,HIGH,209,Land Identification,v1.0.0
HIS-OD-0956,LG-OD-0956,2024-02-01,0.75,75.0,HIGH,142,Final Handover,v1.0.0
HIS-PB-0957,LG-PB-0957,2024-02-01,0.18,18.0,LOW,4,Final Handover,v1.0.0
HIS-RJ-0958,LG-RJ-0958,2024-02-01,0.74,74.0,HIGH,135,Notification,v1.0.0
HIS-SK-0959,LG-SK-0959,2024-02-01,0.3,30.0,LOW,0,Survey,v1.0.0
HIS-TN-0960,LG-TN-0960,2024-02-01,0.17,17.0,LOW,11,Notification,v1.0.0
HIS-TS-0961,LG-TS-0961,2024-02-01,0.1,10.0,LOW,10,Possession,v1.0.0
HIS-TR-0962,LG-TR-0962,2024-02-01,0.18,18.0,LOW,8,Notification,v1.0.0
HIS-UP-0963,LG-UP-0963,2024-02-01,0.52,52.0,MEDIUM,101,Objection/Hearing,v1.0.0
HIS-UK-0964,LG-UK-0964,2024-02-01,0.94,94.0,CRITICAL,270,Notification,v1.0.0
HIS-WB-0965,LG-WB-0965,2024-02-01,0.09,9.0,LOW,5,Survey,v1.0.0
HIS-AN-0966,LG-AN-0966,2024-02-01,0.27,27.0,LOW,11,Possession,v1.0.0
HIS-CH-0967,LG-CH-0967,2024-02-01,0.53,53.0,MEDIUM,19,Final Handover,v1.0.0
HIS-DH-0968,LG-DH-0968,2024-02-01,0.52,52.0,MEDIUM,56,Notification,v1.0.0
HIS-DL-0969,LG-DL-0969,2024-02-01,0.97,97.0,CRITICAL,378,Final Handover,v1.0.0
HIS-JK-0970,LG-JK-0970,2024-02-01,0.42,42.0,MEDIUM,21,Notification,v1.0.0
HIS-LA-0971,LG-LA-0971,2024-02-01,0.52,52.0,MEDIUM,15,Survey,v1.0.0
HIS-LD-0972,LG-LD-0972,2024-02-01,0.63,63.0,HIGH,198,Documentation,v1.0.0
HIS-PY-0973,LG-PY-0973,2024-02-01,0.74,74.0,HIGH,206,Legal Resolution,v1.0.0
HIS-AP-0974,LG-AP-0974,2024-02-01,0.2,20.0,LOW,5,Compensation,v1.0.0
HIS-AR-0975,LG-AR-0975,2024-02-01,0.71,71.0,HIGH,160,Approval,v1.0.0
HIS-AS-0976,LG-AS-0976,2024-02-01,0.36,36.0,MEDIUM,38,Legal Resolution,v1.0.0
HIS-BR-0977,LG-BR-0977,2024-02-01,0.17,17.0,LOW,14,Approval,v1.0.0
HIS-CG-0978,LG-CG-0978,2024-02-01,0.62,62.0,HIGH,207,Objection/Hearing,v1.0.0
HIS-GA-0979,LG-GA-0979,2024-02-01,0.15,15.0,LOW,0,Possession,v1.0.0
HIS-GJ-0980,LG-GJ-0980,2024-02-01,0.32,32.0,MEDIUM,1,R&R,v1.0.0
HIS-HR-0981,LG-HR-0981,2024-02-01,0.5,50.0,MEDIUM,15,Possession,v1.0.0
HIS-HP-0982,LG-HP-0982,2024-02-01,0.07,7.0,LOW,11,Compensation,v1.0.0
HIS-JH-0983,LG-JH-0983,2024-02-01,0.34,34.0,MEDIUM,126,Compensation,v1.0.0
HIS-KA-0984,LG-KA-0984,2024-02-01,0.73,73.0,HIGH,125,Final Handover,v1.0.0
HIS-KL-0985,LG-KL-0985,2024-02-01,0.12,12.0,LOW,0,Documentation,v1.0.0
HIS-MP-0986,LG-MP-0986,2024-02-01,0.33,33.0,MEDIUM,60,Survey,v1.0.0
HIS-MH-0987,LG-MH-0987,2024-02-01,0.18,18.0,LOW,9,Land Identification,v1.0.0
HIS-MN-0988,LG-MN-0988,2024-02-01,0.92,92.0,CRITICAL,421,R&R,v1.0.0
HIS-ML-0989,LG-ML-0989,2024-02-01,0.57,57.0,MEDIUM,3,Documentation,v1.0.0
HIS-MZ-0990,LG-MZ-0990,2024-02-01,0.07,7.0,LOW,10,Land Identification,v1.0.0
HIS-NL-0991,LG-NL-0991,2024-02-01,0.19,19.0,LOW,14,Possession,v1.0.0
HIS-OD-0992,LG-OD-0992,2024-02-01,0.94,94.0,CRITICAL,546,Compensation,v1.0.0
HIS-PB-0993,LG-PB-0993,2024-02-01,0.36,36.0,MEDIUM,9,Objection/Hearing,v1.0.0
HIS-RJ-0994,LG-RJ-0994,2024-02-01,0.53,53.0,MEDIUM,15,R&R,v1.0.0
HIS-SK-0995,LG-SK-0995,2024-02-01,0.21,21.0,LOW,0,Survey,v1.0.0
HIS-TN-0996,LG-TN-0996,2024-02-01,0.35,35.0,MEDIUM,8,Legal Resolution,v1.0.0
HIS-TS-0997,LG-TS-0997,2024-02-01,0.69,69.0,HIGH,236,Compensation,v1.0.0
HIS-TR-0998,LG-TR-0998,2024-02-01,0.66,66.0,HIGH,186,Final Handover,v1.0.0
HIS-UP-0999,LG-UP-0999,2024-02-01,0.18,18.0,LOW,0,Survey,v1.0.0
HIS-UK-1000,LG-UK-1000,2024-02-01,0.38,38.0,MEDIUM,69,Objection/Hearing,v1.0.0
HIS-WB-1001,LG-WB-1001,2024-02-01,0.35,35.0,MEDIUM,105,Final Handover,v1.0.0
HIS-AN-1002,LG-AN-1002,2024-02-01,0.23,23.0,LOW,6,Survey,v1.0.0
HIS-CH-1003,LG-CH-1003,2024-02-01,0.5,50.0,MEDIUM,16,R&R,v1.0.0
HIS-DH-1004,LG-DH-1004,2024-02-01,0.51,51.0,MEDIUM,4,Final Handover,v1.0.0
HIS-DL-1005,LG-DL-1005,2024-02-01,0.96,96.0,CRITICAL,254,Approval,v1.0.0
HIS-JK-1006,LG-JK-1006,2024-02-01,0.16,16.0,LOW,15,Compensation,v1.0.0
HIS-LA-1007,LG-LA-1007,2024-02-01,0.1,10.0,LOW,5,Objection/Hearing,v1.0.0
HIS-LD-1008,LG-LD-1008,2024-02-01,0.4,40.0,MEDIUM,4,Documentation,v1.0.0
HIS-PY-1009,LG-PY-1009,2024-02-01,0.47,47.0,MEDIUM,81,R&R,v1.0.0
HIS-AP-1010,LG-AP-1010,2024-02-01,0.55,55.0,MEDIUM,91,Notification,v1.0.0
HIS-AR-1011,LG-AR-1011,2024-02-01,0.36,36.0,MEDIUM,5,Land Identification,v1.0.0
HIS-AS-1012,LG-AS-1012,2024-02-01,0.79,79.0,HIGH,240,Documentation,v1.0.0
HIS-BR-1013,LG-BR-1013,2024-02-01,0.1,10.0,LOW,11,Final Handover,v1.0.0
HIS-CG-1014,LG-CG-1014,2024-02-01,0.65,65.0,HIGH,246,R&R,v1.0.0
HIS-GA-1015,LG-GA-1015,2024-02-01,0.8,80.0,HIGH,230,Approval,v1.0.0
HIS-GJ-1016,LG-GJ-1016,2024-02-01,0.69,69.0,HIGH,239,Legal Resolution,v1.0.0
HIS-HR-1017,LG-HR-1017,2024-02-01,0.41,41.0,MEDIUM,46,Objection/Hearing,v1.0.0
HIS-HP-1018,LG-HP-1018,2024-02-01,0.27,27.0,LOW,5,Survey,v1.0.0
HIS-JH-1019,LG-JH-1019,2024-02-01,0.34,34.0,MEDIUM,10,R&R,v1.0.0
HIS-KA-1020,LG-KA-1020,2024-02-01,0.52,52.0,MEDIUM,112,Survey,v1.0.0
HIS-KL-1021,LG-KL-1021,2024-02-01,0.88,88.0,CRITICAL,287,Possession,v1.0.0
HIS-MP-1022,LG-MP-1022,2024-02-01,0.86,86.0,CRITICAL,586,Survey,v1.0.0
HIS-MH-1023,LG-MH-1023,2024-02-01,0.57,57.0,MEDIUM,44,Documentation,v1.0.0
HIS-MN-1024,LG-MN-1024,2024-02-01,0.78,78.0,HIGH,219,Legal Resolution,v1.0.0
HIS-ML-1025,LG-ML-1025,2024-02-01,0.22,22.0,LOW,6,Approval,v1.0.0
HIS-MZ-1026,LG-MZ-1026,2024-02-01,0.45,45.0,MEDIUM,17,Possession,v1.0.0
HIS-NL-1027,LG-NL-1027,2024-02-01,0.71,71.0,HIGH,137,Approval,v1.0.0
HIS-OD-1028,LG-OD-1028,2024-02-01,0.32,32.0,MEDIUM,5,Approval,v1.0.0
