approval_id,project_id,approval_type,status,submission_date,approval_date,delay_days
APP-JH-0983,LG-JH-0983,Wildlife,PENDING,2024-06-10,,110
APP-KA-0984,LG-KA-0984,Forest,APPROVED,2021-04-22,2024-01-01,8
APP-KL-0985,LG-KL-0985,Wildlife,APPROVED,2022-02-06,2024-01-01,14
APP-MP-0986,LG-MP-0986,Wildlife,APPROVED,2022-08-23,2024-01-01,12
APP-MH-0987,LG-MH-0987,Forest,APPROVED,2021-08-20,2024-01-01,12
APP-MN-0988,LG-MN-0988,Revenue,PENDING,2021-12-07,,144
APP-ML-0989,LG-ML-0989,Wildlife,APPROVED,2022-06-20,2024-01-01,3
APP-MZ-0990,LG-MZ-0990,Revenue,APPROVED,2022-08-09,2024-01-01,6
APP-NL-0991,LG-NL-0991,Environmental,APPROVED,2024-08-02,2024-01-01,1
APP-OD-0992,LG-OD-0992,Forest,REJECTED,2023-05-19,2024-01-01,6
APP-PB-0993,LG-PB-0993,Forest,APPROVED,2024-08-11,2024-01-01,3
APP-RJ-0994,LG-RJ-0994,Forest,PENDING,2023-09-21,,62
APP-SK-0995,LG-SK-0995,Forest,APPROVED,2022-05-04,2024-01-01,15
APP-TN-0996,LG-TN-0996,Revenue,APPROVED,2024-08-29,2024-01-01,15
APP-TS-0997,LG-TS-0997,Wildlife,APPROVED,2021-09-04,2024-01-01,7
APP-TR-0998,LG-TR-0998,Environmental,PENDING,2023-02-17,,88
APP-UP-0999,LG-UP-0999,Wildlife,APPROVED,2022-11-05,2024-01-01,11
APP-UK-1000,LG-UK-1000,Wildlife,APPROVED,2022-08-15,2024-01-01,12
APP-WB-1001,LG-WB-1001,Environmental,APPROVED,2023-04-15,2024-01-01,1
APP-AN-1002,LG-AN-1002,Forest,APPROVED,2024-04-21,2024-01-01,10
APP-CH-1003,LG-CH-1003,Revenue,APPROVED,2024-05-03,2024-01-01,8
APP-DH-1004,LG-DH-1004,Environmental,APPROVED,2023-06-28,2024-01-01,11
APP-DL-1005,LG-DL-1005,Wildlife,PENDING,2021-05-31,,149
APP-JK-1006,LG-JK-1006,Wildlife,APPROVED,2024-05-26,2024-01-01,15
APP-LA-1007,LG-LA-1007,Wildlife,APPROVED,2021-02-20,2024-01-01,14
APP-LD-1008,LG-LD-1008,Wildlife,PENDING,2022-01-19,,91
APP-PY-1009,LG-PY-1009,Environmental,PENDING,2021-02-20,,135
APP-AP-1010,LG-AP-1010,Revenue,APPROVED,2023-12-13,2024-01-01,14
APP-AR-1011,LG-AR-1011,Wildlife,PENDING,2021-05-11,,107
APP-AS-1012,LG-AS-1012,Environmental,PENDING,2022-06-20,,119
APP-BR-1013,LG-BR-1013,Environmental,APPROVED,2023-10-13,2024-01-01,8
APP-CG-1014,LG-CG-1014,Revenue,APPROVED,2022-02-11,2024-01-01,10
APP-GA-1015,LG-GA-1015,Environmental,PENDING,2021-11-22,,75
APP-GJ-1016,LG-GJ-1016,Forest,PENDING,2021-12-05,,138
APP-HR-1017,LG-HR-1017,Forest,APPROVED,2021-08-14,2024-01-01,14
APP-HP-1018,LG-HP-1018,Forest,APPROVED,2021-07-25,2024-01-01,13
APP-JH-1019,LG-JH-1019,Revenue,APPROVED,2024-10-18,2024-01-01,11
APP-KA-1020,LG-KA-1020,Wildlife,PENDING,2023-05-02,,62
APP-KL-1021,LG-KL-1021,Environmental,REJECTED,2024-06-26,2024-01-01,9
APP-MP-1022,LG-MP-1022,Environmental,PENDING,2021-12-21,,48
APP-MH-1023,LG-MH-1023,Forest,PENDING,2023-08-24,,112
APP-MN-1024,LG-MN-1024,Environmental,PENDING,2021-09-01,,146
APP-ML-1025,LG-ML-1025,Wildlife,APPROVED,2024-06-20,2024-01-01,3
APP-MZ-1026,LG-MZ-1026,Environmental,PENDING,2021-06-15,,143
APP-NL-1027,LG-NL-1027,Forest,APPROVED,2024-08-21,2024-01-01,13
APP-OD-1028,LG-OD-1028,Forest,PENDING,2022-07-30,,117
APP-PB-1029,LG-PB-1029,Wildlife,APPROVED,2024-10-25,2024-01-01,5
APP-RJ-1030,LG-RJ-1030,Environmental,PENDING,2024-02-23,,109
APP-SK-1031,LG-SK-1031,Forest,APPROVED,2024-05-13,2024-01-01,11
APP-TN-1032,LG-TN-1032,Wildlife,APPROVED,2021-07-21,2024-01-01,2
APP-TS-1033,LG-TS-1033,Revenue,PENDING,2023-07-26,,91
APP-TR-1034,LG-TR-1034,Forest,APPROVED,2021-01-07,2024-01-01,4
APP-UP-1035,LG-UP-1035,Forest,APPROVED,2022-06-26,2024-01-01,0
APP-UK-1036,LG-UK-1036,Environmental,APPROVED,2024-09-05,2024-01-01,15
APP-WB-1037,LG-WB-1037,Revenue,APPROVED,2021-01-20,2024-01-01,14
APP-AN-1038,LG-AN-1038,Environmental,PENDING,2024-03-21,,93
APP-CH-1039,LG-CH-1039,Revenue,APPROVED,2022-05-11,2024-01-01,9
APP-DH-1040,LG-DH-1040,Forest,PENDING,2023-09-14,,71
APP-DL-1041,LG-DL-1041,Revenue,APPROVED,2024-12-18,2024-01-01,10
APP-JK-1042,LG-JK-1042,Forest,APPROVED,2024-06-27,2024-01-01,3
APP-LA-1043,LG-LA-1043,Revenue,APPROVED,2023-08-22,2024-01-01,4
APP-LD-1044,LG-LD-1044,Revenue,PENDING,2023-04-24,,127
APP-PY-1045,LG-PY-1045,Revenue,PENDING,2022-09-23,,43
APP-AP-1046,LG-AP-1046,Revenue,PENDING,2022-09-07,,79
APP-AR-1047,LG-AR-1047,Forest,APPROVED,2024-04-09,2024-01-01,0
APP-AS-1048,LG-AS-1048,Wildlife,APPROVED,2021-12-30,2024-01-01,13
APP-BR-1049,LG-BR-1049,Environmental,APPROVED,2021-10-01,2024-01-01,7
APP-CG-1050,LG-CG-1050,Wildlife,APPROVED,2022-11-04,2024-01-01,6
APP-GA-1051,LG-GA-1051,Environmental,APPROVED,2022-06-13,2024-01-01,0
APP-GJ-1052,LG-GJ-1052,Revenue,APPROVED,2021-01-01,2024-01-01,13
APP-HR-1053,LG-HR-1053,Revenue,PENDING,2022-04-15,,34
APP-HP-1054,LG-HP-1054,Forest,APPROVED,2022-09-09,2024-01-01,0
APP-JH-1055,LG-JH-1055,Wildlife,APPROVED,2024-08-21,2024-01-01,15
APP-KA-1056,LG-KA-1056,Forest,APPROVED,2024-05-03,2024-01-01,7
APP-KL-1057,LG-KL-1057,Revenue,APPROVED,2023-08-03,2024-01-01,8
APP-MP-1058,LG-MP-1058,Wildlife,PENDING,2021-02-26,,89
APP-MH-1059,LG-MH-1059,Forest,PENDING,2021-05-02,,60
APP-MN-1060,LG-MN-1060,Environmental,REJECTED,2021-09-24,2024-01-01,2
APP-ML-1061,LG-ML-1061,Revenue,APPROVED,2023-03-29,2024-01-01,9
APP-MZ-1062,LG-MZ-1062,Revenue,APPROVED,2024-10-06,2024-01-01,0
APP-NL-1063,LG-NL-1063,Wildlife,PENDING,2021-02-05,,78
APP-OD-1064,LG-OD-1064,Forest,PENDING,2022-09-05,,137
APP-PB-1065,LG-PB-1065,Environmental,REJECTED,2021-07-04,2024-01-01,11
APP-RJ-1066,LG-RJ-1066,Environmental,APPROVED,2024-06-23,2024-01-01,12
APP-SK-1067,LG-SK-1067,Revenue,PENDING,2021-03-26,,103
APP-TN-1068,LG-TN-1068,Forest,PENDING,2021-07-05,,34
APP-TS-1069,LG-TS-1069,Forest,PENDING,2023-01-09,,106
APP-TR-1070,LG-TR-1070,Wildlife,APPROVED,2021-02-16,2024-01-01,4
APP-UP-1071,LG-UP-1071,Forest,PENDING,2024-03-10,,47
APP-UK-1072,LG-UK-1072,Forest,APPROVED,2021-11-20,2024-01-01,14
APP-WB-1073,LG-WB-1073,Revenue,PENDING,2024-12-17,,138
APP-AN-1074,LG-AN-1074,Wildlife,PENDING,2024-04-11,,97
APP-CH-1075,LG-CH-1075,Wildlife,APPROVED,2022-02-26,2024-01-01,8
APP-DH-1076,LG-DH-1076,Revenue,APPROVED,2023-12-04,2024-01-01,7
APP-DL-1077,LG-DL-1077,Forest,APPROVED,2021-09-16,2024-01-01,11
APP-JK-1078,LG-JK-1078,Wildlife,APPROVED,2021-11-12,2024-01-01,0
APP-LA-1079,LG-LA-1079,Wildlife,APPROVED,2022-11-17,2024-01-01,8
APP-LD-1080,LG-LD-1080,Wildlife,PENDING,2023-06-28,,69
APP-PY-1081,LG-PY-1081,Forest,APPROVED,2022-12-20,2024-01-01,8
APP-AP-1082,LG-AP-1082,Revenue,APPROVED,2021-04-10,2024-01-01,0
APP-AR-1083,LG-AR-1083,Forest,REJECTED,2021-08-02,2024-01-01,15
APP-AS-1084,LG-AS-1084,Forest,PENDING,2023-04-18,,140
APP-BR-1085,LG-BR-1085,Environmental,APPROVED,2023-01-30,2024-01-01,2
APP-CG-1086,LG-CG-1086,Wildlife,PENDING,2021-07-25,,129
APP-GA-1087,LG-GA-1087,Environmental,PENDING,2022-04-01,,92
APP-GJ-1088,LG-GJ-1088,Revenue,APPROVED,2021-04-08,2024-01-01,15
APP-HR-1089,LG-HR-1089,Revenue,APPROVED,2023-09-27,2024-01-01,0
APP-HP-1090,LG-HP-1090,Wildlife,APPROVED,2024-08-31,2024-01-01,0
APP-JH-1091,LG-JH-1091,Environmental,APPROVED,2022-08-19,2024-01-01,3
APP-KA-1092,LG-KA-1092,Wildlife,PENDING,2023-06-17,,145
APP-KL-1093,LG-KL-1093,Forest,REJECTED,2023-09-24,2024-01-01,8
APP-MP-1094,LG-MP-1094,Revenue,PENDING,2021-12-04,,96
APP-MH-1095,LG-MH-1095,Revenue,APPROVED,2023-06-14,2024-01-01,2
APP-MN-1096,LG-MN-1096,Forest,APPROVED,2021-06-04,2024-01-01,10
APP-ML-1097,LG-ML-1097,Forest,PENDING,2022-01-06,,95
APP-MZ-1098,LG-MZ-1098,Forest,PENDING,2024-01-05,,61
APP-NL-1099,LG-NL-1099,Forest,APPROVED,2023-09-14,2024-01-01,14
APP-OD-1100,LG-OD-1100,Environmental,APPROVED,2021-10-29,2024-01-01,7
APP-PB-1101,LG-PB-1101,Environmental,APPROVED,2023-04-02,2024-01-01,15
APP-RJ-1102,LG-RJ-1102,Forest,APPROVED,2024-03-21,2024-01-01,2
APP-SK-1103,LG-SK-1103,Revenue,PENDING,2024-02-02,,54
APP-TN-1104,LG-TN-1104,Forest,APPROVED,2022-06-04,2024-01-01,2
APP-TS-1105,LG-TS-1105,Revenue,PENDING,2023-10-07,,146
APP-TR-1106,LG-TR-1106,Wildlife,APPROVED,2023-02-28,2024-01-01,7
APP-UP-1107,LG-UP-1107,Revenue,REJECTED,2022-11-14,2024-01-01,14
APP-UK-1108,LG-UK-1108,Wildlife,PENDING,2024-05-02,,80
APP-WB-1109,LG-WB-1109,Wildlife,APPROVED,2023-03-05,2024-01-01,0
APP-AN-1110,LG-AN-1110,Wildlife,APPROVED,2021-03-11,2024-01-01,5
APP-CH-1111,LG-CH-1111,Forest,APPROVED,2024-05-07,2024-01-01,8
APP-DH-1112,LG-DH-1112,Environmental,APPROVED,2023-03-28,2024-01-01,12
APP-DL-1113,LG-DL-1113,Wildlife,APPROVED,2024-03-31,2024-01-01,9
APP-JK-1114,LG-JK-1114,Forest,APPROVED,2021-09-24,2024-01-01,4
APP-LA-1115,LG-LA-1115,Environmental,APPROVED,2024-03-08,2024-01-01,15
APP-LD-1116,LG-LD-1116,Environmental,APPROVED,2024-12-11,2024-01-01,1
APP-PY-1117,LG-PY-1117,Forest,PENDING,2024-10-25,,31
APP-AP-1118,LG-AP-1118,Environmental,PENDING,2022-06-16,,76
APP-AR-1119,LG-AR-1119,Forest,APPROVED,2024-02-26,2024-01-01,15
APP-AS-1120,LG-AS-1120,Forest,APPROVED,2024-08-15,2024-01-01,13
APP-BR-1121,LG-BR-1121,Revenue,APPROVED,2023-07-10,2024-01-01,9
APP-CG-1122,LG-CG-1122,Forest,APPROVED,2022-04-02,2024-01-01,9
APP-GA-1123,LG-GA-1123,Forest,APPROVED,2022-04-13,2024-01-01,13
APP-GJ-1124,LG-GJ-1124,Revenue,APPROVED,2023-08-01,2024-01-01,4
APP-HR-1125,LG-HR-1125,Revenue,APPROVED,2022-10-24,2024-01-01,14
APP-HP-1126,LG-HP-1126,Revenue,PENDING,2021-04-24,,52
APP-JH-1127,LG-JH-1127,Forest,APPROVED,2022-04-06,2024-01-01,10
APP-KA-1128,LG-KA-1128,Revenue,APPROVED,2024-10-23,2024-01-01,6
APP-KL-1129,LG-KL-1129,Environmental,APPROVED,2022-10-31,2024-01-01,8
APP-MP-1130,LG-MP-1130,Environmental,APPROVED,2021-06-29,2024-01-01,11
APP-MH-1131,LG-MH-1131,Environmental,PENDING,2023-01-04,,125
APP-MN-1132,LG-MN-1132,Wildlife,PENDING,2021-05-30,,33
APP-ML-1133,LG-ML-1133,Environmental,PENDING,2022-03-20,,82
APP-MZ-1134,LG-MZ-1134,Environmental,APPROVED,2023-02-21,2024-01-01,9
APP-NL-1135,LG-NL-1135,Revenue,APPROVED,2023-12-29,2024-01-01,9
APP-OD-1136,LG-OD-1136,Forest,PENDING,2023-05-06,,148
APP-PB-1137,LG-PB-1137,Environmental,APPROVED,2022-12-10,2024-01-01,5
APP-RJ-1138,LG-RJ-1138,Wildlife,APPROVED,2022-08-18,2024-01-01,7
APP-SK-1139,LG-SK-1139,Revenue,APPROVED,2024-10-06,2024-01-01,3
APP-TN-1140,LG-TN-1140,Forest,APPROVED,2023-01-06,2024-01-01,7
APP-TS-1141,LG-TS-1141,Environmental,APPROVED,2023-01-07,2024-01-01,10
APP-TR-1142,LG-TR-1142,Forest,PENDING,2023-09-23,,50
APP-UP-1143,LG-UP-1143,Wildlife,APPROVED,2022-09-07,2024-01-01,0
APP-UK-1144,LG-UK-1144,Forest,PENDING,2023-02-14,,63
APP-WB-1145,LG-WB-1145,Revenue,REJECTED,2022-12-02,2024-01-01,13
APP-AN-1146,LG-AN-1146,Revenue,APPROVED,2021-02-14,2024-01-01,1
APP-CH-1147,LG-CH-1147,Environmental,APPROVED,2021-01-08,2024-01-01,0
APP-DH-1148,LG-DH-1148,Forest,APPROVED,2023-03-24,2024-01-01,10
APP-DL-1149,LG-DL-1149,Environmental,PENDING,2023-02-15,,147
APP-JK-1150,LG-JK-1150,Environmental,PENDING,2022-09-27,,34
APP-LA-1151,LG-LA-1151,Forest,APPROVED,2023-07-06,2024-01-01,3
APP-LD-1152,LG-LD-1152,Forest,APPROVED,2024-11-23,2024-01-01,9
APP-PY-1153,LG-PY-1153,Revenue,PENDING,2023-12-14,,103
APP-AP-1154,LG-AP-1154,Forest,PENDING,2021-07-27,,149
APP-AR-1155,LG-AR-1155,Forest,APPROVED,2023-01-09,2024-01-01,11
APP-AS-1156,LG-AS-1156,Environmental,APPROVED,2021-06-14,2024-01-01,4
APP-BR-1157,LG-BR-1157,Environmental,PENDING,2021-04-15,,93
APP-CG-1158,LG-CG-1158,Wildlife,APPROVED,2024-05-25,2024-01-01,9
APP-GA-1159,LG-GA-1159,Forest,APPROVED,2024-05-29,2024-01-01,7
APP-GJ-1160,LG-GJ-1160,Forest,APPROVED,2023-04-04,2024-01-01,13
APP-HR-1161,LG-HR-1161,Revenue,PENDING,2021-06-02,,106
APP-HP-1162,LG-HP-1162,Wildlife,APPROVED,2024-03-27,2024-01-01,0
APP-JH-1163,LG-JH-1163,Revenue,APPROVED,2023-08-18,2024-01-01,14
APP-KA-1164,LG-KA-1164,Environmental,APPROVED,2022-12-29,2024-01-01,11
APP-KL-1165,LG-KL-1165,Revenue,APPROVED,2021-12-17,2024-01-01,4
APP-MP-1166,LG-MP-1166,Environmental,APPROVED,2023-06-14,2024-01-01,11
APP-MH-1167,LG-MH-1167,Revenue,APPROVED,2021-01-27,2024-01-01,4
APP-MN-1168,LG-MN-1168,Environmental,APPROVED,2021-03-03,2024-01-01,7
APP-ML-1169,LG-ML-1169,Forest,APPROVED,2021-01-09,2024-01-01,13
APP-MZ-1170,LG-MZ-1170,Environmental,PENDING,2024-06-14,,71
APP-NL-1171,LG-NL-1171,Revenue,PENDING,2023-10-15,,94
APP-OD-1172,LG-OD-1172,Wildlife,APPROVED,2022-05-03,2024-01-01,2
APP-PB-1173,LG-PB-1173,Environmental,APPROVED,2024-09-15,2024-01-01,6
APP-RJ-1174,LG-RJ-1174,Revenue,APPROVED,2022-10-28,2024-01-01,5
APP-SK-1175,LG-SK-1175,Environmental,APPROVED,2021-09-24,2024-01-01,7
APP-TN-1176,LG-TN-1176,Wildlife,APPROVED,2022-03-28,2024-01-01,3
APP-TS-1177,LG-TS-1177,Wildlife,PENDING,2021-01-09,,81
APP-TR-1178,LG-TR-1178,Wildlife,APPROVED,2021-08-12,2024-01-01,11
APP-UP-1179,LG-UP-1179,Wildlife,REJECTED,2022-09-26,2024-01-01,12
APP-UK-1180,LG-UK-1180,Revenue,APPROVED,2021-11-17,2024-01-01,1
APP-WB-1181,LG-WB-1181,Revenue,APPROVED,2021-09-01,2024-01-01,13
APP-AN-1182,LG-AN-1182,Wildlife,APPROVED,2021-03-17,2024-01-01,3
APP-CH-1183,LG-CH-1183,Revenue,APPROVED,2021-03-02,2024-01-01,7
APP-DH-1184,LG-DH-1184,Environmental,PENDING,2023-10-21,,63
APP-DL-1185,LG-DL-1185,Environmental,PENDING,2023-05-19,,85
APP-JK-1186,LG-JK-1186,Forest,APPROVED,2022-06-02,2024-01-01,12
APP-LA-1187,LG-LA-1187,Revenue,APPROVED,2024-02-20,2024-01-01,15
APP-LD-1188,LG-LD-1188,Revenue,REJECTED,2021-06-12,2024-01-01,15
APP-PY-1189,LG-PY-1189,Revenue,APPROVED,2022-12-03,2024-01-01,13
APP-AP-1190,LG-AP-1190,Environmental,APPROVED,2024-01-23,2024-01-01,10
APP-AR-1191,LG-AR-1191,Forest,PENDING,2021-06-02,,144
APP-AS-1192,LG-AS-1192,Wildlife,APPROVED,2021-02-06,2024-01-01,0
APP-BR-1193,LG-BR-1193,Wildlife,APPROVED,2023-08-24,2024-01-01,2
APP-CG-1194,LG-CG-1194,Forest,PENDING,2021-02-27,,109
APP-GA-1195,LG-GA-1195,Revenue,APPROVED,2024-08-03,2024-01-01,5
APP-GJ-1196,LG-GJ-1196,Wildlife,APPROVED,2022-01-20,2024-01-01,12
APP-HR-1197,LG-HR-1197,Revenue,APPROVED,2024-09-08,2024-01-01,12
APP-HP-1198,LG-HP-1198,Revenue,APPROVED,2022-06-14,2024-01-01,13
APP-JH-1199,LG-JH-1199,Revenue,PENDING,2023-10-22,,49
APP-KA-1200,LG-KA-1200,Revenue,APPROVED,2023-11-25,2024-01-01,14
APP-KL-1201,LG-KL-1201,Wildlife,APPROVED,2021-06-15,2024-01-01,14
APP-MP-1202,LG-MP-1202,Revenue,PENDING,2022-08-27,,107
APP-MH-1203,LG-MH-1203,Revenue,APPROVED,2022-07-25,2024-01-01,13
APP-MN-1204,LG-MN-1204,Forest,PENDING,2022-06-01,,133
APP-ML-1205,LG-ML-1205,Wildlife,APPROVED,2023-05-07,2024-01-01,1
APP-MZ-1206,LG-MZ-1206,Wildlife,PENDING,2023-06-06,,85
APP-NL-1207,LG-NL-1207,Wildlife,PENDING,2023-10-25,,41
APP-OD-1208,LG-OD-1208,Wildlife,APPROVED,2021-09-17,2024-01-01,12
APP-PB-1209,LG-PB-1209,Wildlife,APPROVED,2023-04-13,2024-01-01,5
APP-RJ-1210,LG-RJ-1210,Environmental,APPROVED,2023-12-23,2024-01-01,9
APP-SK-1211,LG-SK-1211,Revenue,PENDING,2022-04-02,,81
APP-TN-1212,LG-TN-1212,Environmental,PENDING,2024-10-06,,31
APP-TS-1213,LG-TS-1213,Environmental,APPROVED,2022-07-17,2024-01-01,3
APP-TR-1214,LG-TR-1214,Forest,PENDING,2024-01-28,,111
APP-UP-1215,LG-UP-1215,Forest,REJECTED,2024-11-28,2024-01-01,12
APP-UK-1216,LG-UK-1216,Environmental,APPROVED,2024-07-02,2024-01-01,5
APP-WB-1217,LG-WB-1217,Forest,PENDING,2023-08-28,,52
APP-AN-1218,LG-AN-1218,Revenue,APPROVED,2022-04-24,2024-01-01,15
APP-CH-1219,LG-CH-1219,Wildlife,PENDING,2021-11-12,,38
APP-DH-1220,LG-DH-1220,Revenue,PENDING,2021-08-26,,101
APP-DL-1221,LG-DL-1221,Environmental,APPROVED,2021-08-28,2024-01-01,14
APP-JK-1222,LG-JK-1222,Environmental,APPROVED,2023-09-19,2024-01-01,3
APP-LA-1223,LG-LA-1223,Forest,APPROVED,2021-06-06,2024-01-01,7
APP-LD-1224,LG-LD-1224,Wildlife,PENDING,2021-07-10,,140
APP-PY-1225,LG-PY-1225,Wildlife,APPROVED,2023-03-25,2024-01-01,2
APP-AP-1226,LG-AP-1226,Environmental,APPROVED,2023-10-03,2024-01-01,15
APP-AR-1227,LG-AR-1227,Wildlife,APPROVED,2021-08-19,2024-01-01,15
APP-AS-1228,LG-AS-1228,Revenue,APPROVED,2021-02-04,2024-01-01,3
APP-BR-1229,LG-BR-1229,Wildlife,APPROVED,2023-03-30,2024-01-01,5
APP-CG-1230,LG-CG-1230,Revenue,APPROVED,2022-02-11,2024-01-01,5
APP-GA-1231,LG-GA-1231,Environmental,APPROVED,2024-10-17,2024-01-01,2
APP-GJ-1232,LG-GJ-1232,Revenue,PENDING,2023-08-24,,114
APP-HR-1233,LG-HR-1233,Forest,APPROVED,2024-03-20,2024-01-01,8
APP-HP-1234,LG-HP-1234,Revenue,PENDING,2024-03-14,,67
APP-JH-1235,LG-JH-1235,Forest,PENDING,2021-08-18,,59
APP-KA-1236,LG-KA-1236,Wildlife,REJECTED,2024-11-07,2024-01-01,2
APP-KL-1237,LG-KL-1237,Environmental,PENDING,2022-05-18,,114
APP-MP-1238,LG-MP-1238,Environmental,PENDING,2023-11-27,,44
APP-MH-1239,LG-MH-1239,Revenue,APPROVED,2022-05-09,2024-01-01,5
APP-MN-1240,LG-MN-1240,Environmental,APPROVED,2021-10-29,2024-01-01,13
APP-ML-1241,LG-ML-1241,Environmental,PENDING,2024-08-17,,136
APP-MZ-1242,LG-MZ-1242,Revenue,PENDING,2024-12-14,,106
APP-NL-1243,LG-NL-1243,Forest,APPROVED,2023-08-31,2024-01-01,3
APP-OD-1244,LG-OD-1244,Revenue,APPROVED,2021-11-02,2024-01-01,5
APP-PB-1245,LG-PB-1245,Wildlife,APPROVED,2022-04-11,2024-01-01,0
APP-RJ-1246,LG-RJ-1246,Wildlife,APPROVED,2023-10-06,2024-01-01,5
APP-SK-1247,LG-SK-1247,Environmental,APPROVED,2021-01-15,2024-01-01,6
APP-TN-1248,LG-TN-1248,Wildlife,APPROVED,2023-08-10,2024-01-01,0
APP-TS-1249,LG-TS-1249,Wildlife,PENDING,2024-11-27,,96
APP-TR-1250,LG-TR-1250,Wildlife,PENDING,2023-08-18,,74
