comp_id,project_id,beneficiaries_total,beneficiaries_paid,beneficiaries_pending,amount_sanctioned_cr,amount_disbursed_cr,disbursement_percentage
CMP-BR-1085,LG-BR-1085,1482,1153,329,953.04,741.72,77.8
CMP-CG-1086,LG-CG-1086,164,115,49,146.73,103.46,70.5
CMP-GA-1087,LG-GA-1087,981,274,707,749.58,209.56,28.0
CMP-GJ-1088,LG-GJ-1088,472,468,4,591.3,586.84,99.2
CMP-HR-1089,LG-HR-1089,337,245,92,689.04,502.1,72.9
CMP-HP-1090,LG-HP-1090,1073,706,367,1864.11,1228.19,65.9
CMP-JH-1091,LG-JH-1091,795,717,78,428.49,386.67,90.2
CMP-KA-1092,LG-KA-1092,1005,638,367,1089.66,691.97,63.5
CMP-KL-1093,LG-KL-1093,1037,270,767,456.66,118.92,26.0
CMP-MP-1094,LG-MP-1094,568,404,164,1129.53,804.17,71.2
CMP-MH-1095,LG-MH-1095,2074,1120,954,1224.99,661.72,54.0
CMP-MN-1096,LG-MN-1096,110,104,6,106.38,100.92,94.9
CMP-ML-1097,LG-ML-1097,2088,1699,389,2365.2,1924.79,81.4
CMP-MZ-1098,LG-MZ-1098,1317,618,699,551.07,258.93,47.0
CMP-NL-1099,LG-NL-1099,225,112,113,184.86,92.19,49.9
CMP-OD-1100,LG-OD-1100,624,581,43,1766.64,1646.23,93.2
CMP-PB-1101,LG-PB-1101,466,446,20,486.72,466.13,95.8
CMP-RJ-1102,LG-RJ-1102,708,643,65,1618.11,1471.78,91.0
CMP-SK-1103,LG-SK-1103,313,160,153,602.64,309.68,51.4
CMP-TN-1104,LG-TN-1104,650,450,200,400.11,277.49,69.4
CMP-TS-1105,LG-TS-1105,1411,246,1165,1699.02,296.37,17.4
CMP-TR-1106,LG-TR-1106,1661,1117,544,783.09,527.07,67.3
CMP-UP-1107,LG-UP-1107,324,144,180,510.45,227.2,44.5
CMP-UK-1108,LG-UK-1108,59,32,27,61.86,33.77,54.6
CMP-WB-1109,LG-WB-1109,385,174,211,540.15,244.43,45.3
CMP-AN-1110,LG-AN-1110,165,135,30,188.46,155.0,82.2
CMP-CH-1111,LG-CH-1111,2329,1601,728,804.84,553.32,68.7
CMP-DH-1112,LG-DH-1112,1690,1319,371,1136.19,887.22,78.1
CMP-DL-1113,LG-DL-1113,551,442,109,330.75,265.57,80.3
CMP-JK-1114,LG-JK-1114,449,398,51,588.39,522.12,88.7
CMP-LA-1115,LG-LA-1115,557,407,150,486.63,356.09,73.2
CMP-LD-1116,LG-LD-1116,326,130,196,315.84,126.62,40.1
CMP-PY-1117,LG-PY-1117,519,363,156,622.08,435.81,70.1
CMP-AP-1118,LG-AP-1118,959,810,149,286.62,242.36,84.6
CMP-AR-1119,LG-AR-1119,49,46,3,40.77,39.08,95.9
CMP-AS-1120,LG-AS-1120,2358,1665,693,2112.48,1492.43,70.6
CMP-BR-1121,LG-BR-1121,431,426,5,497.34,491.67,98.9
CMP-CG-1122,LG-CG-1122,735,453,282,993.45,612.6,61.7
CMP-GA-1123,LG-GA-1123,444,299,145,1161.48,784.57,67.5
CMP-GJ-1124,LG-GJ-1124,2081,1825,256,995.94,873.78,87.7
CMP-HR-1125,LG-HR-1125,900,708,192,1522.23,1197.81,78.7
CMP-HP-1126,LG-HP-1126,323,264,59,324.63,265.7,81.8
CMP-JH-1127,LG-JH-1127,1292,918,374,1737.33,1235.51,71.1
CMP-KA-1128,LG-KA-1128,745,653,92,336.96,295.55,87.7
CMP-KL-1129,LG-KL-1129,308,263,45,372.6,318.29,85.4
CMP-MP-1130,LG-MP-1130,369,326,43,371.52,328.75,88.5
CMP-MH-1131,LG-MH-1131,1696,1143,553,1249.14,842.24,67.4
CMP-MN-1132,LG-MN-1132,264,186,78,152.01,107.6,70.8
CMP-ML-1133,LG-ML-1133,2269,1695,574,729.45,544.99,74.7
CMP-MZ-1134,LG-MZ-1134,795,580,215,625.86,456.91,73.0
CMP-NL-1135,LG-NL-1135,71,68,3,76.35,73.7,96.5
CMP-OD-1136,LG-OD-1136,992,658,334,671.61,445.73,66.4
CMP-PB-1137,LG-PB-1137,644,516,128,520.86,417.57,80.2
CMP-RJ-1138,LG-RJ-1138,917,600,317,752.85,492.93,65.5
CMP-SK-1139,LG-SK-1139,83,70,13,36.33,31.04,85.4
CMP-TN-1140,LG-TN-1140,689,648,41,682.38,642.01,94.1
CMP-TS-1141,LG-TS-1141,1322,1196,126,1894.71,1715.37,90.5
CMP-TR-1142,LG-TR-1142,241,158,83,278.67,183.01,65.7
CMP-UP-1143,LG-UP-1143,188,130,58,223.17,155.16,69.5
CMP-UK-1144,LG-UK-1144,2154,760,1394,1540.5,543.74,35.3
CMP-WB-1145,LG-WB-1145,2833,1017,1816,765.18,274.87,35.9
CMP-AN-1146,LG-AN-1146,264,234,30,196.77,175.01,88.9
CMP-CH-1147,LG-CH-1147,590,410,180,700.11,487.23,69.6
CMP-DH-1148,LG-DH-1148,223,212,11,172.38,164.25,95.3
CMP-DL-1149,LG-DL-1149,1305,729,576,819.87,458.34,55.9
CMP-JK-1150,LG-JK-1150,2349,1906,443,1495.38,1213.93,81.2
CMP-LA-1151,LG-LA-1151,306,270,36,242.16,214.28,88.5
CMP-LD-1152,LG-LD-1152,194,105,89,184.41,100.67,54.6
CMP-PY-1153,LG-PY-1153,1108,793,315,1613.82,1155.36,71.6
CMP-AP-1154,LG-AP-1154,372,258,114,603.57,419.96,69.6
CMP-AR-1155,LG-AR-1155,100,81,19,66.06,54.13,81.9
CMP-AS-1156,LG-AS-1156,717,429,288,386.25,231.39,59.9
CMP-BR-1157,LG-BR-1157,773,441,332,1234.56,705.74,57.2
CMP-CG-1158,LG-CG-1158,2458,2453,5,1775.82,1772.58,99.8
CMP-GA-1159,LG-GA-1159,289,267,22,344.49,319.0,92.6
CMP-GJ-1160,LG-GJ-1160,1041,653,388,882.21,553.92,62.8
CMP-HR-1161,LG-HR-1161,1844,1556,288,639.3,539.71,84.4
CMP-HP-1162,LG-HP-1162,1524,1330,194,553.44,483.04,87.3
CMP-JH-1163,LG-JH-1163,961,557,404,1102.41,639.81,58.0
CMP-KA-1164,LG-KA-1164,1712,1336,376,1608.39,1255.49,78.1
CMP-KL-1165,LG-KL-1165,1898,777,1121,1039.62,426.07,41.0
CMP-MP-1166,LG-MP-1166,592,260,332,1275.39,561.22,44.0
CMP-MH-1167,LG-MH-1167,744,633,111,730.95,622.48,85.2
CMP-MN-1168,LG-MN-1168,1723,737,986,516.75,221.15,42.8
CMP-ML-1169,LG-ML-1169,1535,1430,105,1070.88,998.05,93.2
CMP-MZ-1170,LG-MZ-1170,104,82,22,263.01,208.05,79.1
CMP-NL-1171,LG-NL-1171,706,142,564,634.11,128.28,20.2
CMP-OD-1172,LG-OD-1172,55,54,1,99.84,98.47,98.6
CMP-PB-1173,LG-PB-1173,1702,934,768,1247.85,685.15,54.9
CMP-RJ-1174,LG-RJ-1174,1376,785,591,1141.62,651.53,57.1
CMP-SK-1175,LG-SK-1175,52,29,23,40.74,22.77,55.9
CMP-TN-1176,LG-TN-1176,1037,986,51,958.83,912.34,95.2
CMP-TS-1177,LG-TS-1177,607,454,153,1230.63,922.1,74.9
CMP-TR-1178,LG-TR-1178,380,154,226,682.44,278.26,40.8
CMP-UP-1179,LG-UP-1179,1271,273,998,585.21,126.07,21.5
CMP-UK-1180,LG-UK-1180,490,431,59,675.87,594.5,88.0
CMP-WB-1181,LG-WB-1181,363,333,30,659.52,605.16,91.8
CMP-AN-1182,LG-AN-1182,880,762,118,260.79,226.11,86.7
CMP-CH-1183,LG-CH-1183,1170,855,315,1125.69,822.93,73.1
CMP-DH-1184,LG-DH-1184,205,164,41,89.22,71.7,80.4
CMP-DL-1185,LG-DL-1185,659,356,303,931.74,503.79,54.1
CMP-JK-1186,LG-JK-1186,779,511,268,1220.46,801.39,65.7
CMP-LA-1187,LG-LA-1187,41,35,6,64.2,55.97,87.2
CMP-LD-1188,LG-LD-1188,448,89,359,680.22,136.2,20.0
CMP-PY-1189,LG-PY-1189,2566,2358,208,1782.96,1638.82,91.9
CMP-AP-1190,LG-AP-1190,340,248,92,242.16,176.72,73.0
CMP-AR-1191,LG-AR-1191,831,532,299,571.95,366.58,64.1
CMP-AS-1192,LG-AS-1192,402,378,24,194.76,183.19,94.1
CMP-BR-1193,LG-BR-1193,342,141,201,386.82,160.36,41.5
CMP-CG-1194,LG-CG-1194,590,237,353,1177.35,474.42,40.3
CMP-GA-1195,LG-GA-1195,1486,1396,90,1534.83,1442.54,94.0
CMP-GJ-1196,LG-GJ-1196,877,868,9,710.52,703.85,99.1
CMP-HR-1197,LG-HR-1197,882,797,85,544.62,492.6,90.4
CMP-HP-1198,LG-HP-1198,695,485,210,510.75,356.86,69.9
CMP-JH-1199,LG-JH-1199,757,312,445,1453.65,600.47,41.3
CMP-KA-1200,LG-KA-1200,521,329,192,324.57,205.07,63.2
CMP-KL-1201,LG-KL-1201,975,840,135,768.12,661.95,86.2
CMP-MP-1202,LG-MP-1202,1407,310,1097,1543.05,340.52,22.1
CMP-MH-1203,LG-MH-1203,736,391,345,174.36,92.76,53.2
CMP-MN-1204,LG-MN-1204,2490,2049,441,1400.1,1152.67,82.3
CMP-ML-1205,LG-ML-1205,716,615,101,1521.57,1307.63,85.9
CMP-MZ-1206,LG-MZ-1206,1196,976,220,858.75,701.32,81.7
CMP-NL-1207,LG-NL-1207,1409,913,496,733.86,475.82,64.8
CMP-OD-1208,LG-OD-1208,385,243,142,332.16,210.05,63.2
CMP-PB-1209,LG-PB-1209,1492,1388,104,434.19,404.03,93.1
CMP-RJ-1210,LG-RJ-1210,1612,1236,376,826.98,634.13,76.7
CMP-SK-1211,LG-SK-1211,498,193,305,647.52,251.71,38.9
CMP-TN-1212,LG-TN-1212,874,698,176,1012.8,809.45,79.9
CMP-TS-1213,LG-TS-1213,1231,1122,109,1502.28,1369.91,91.2
CMP-TR-1214,LG-TR-1214,723,302,421,1031.94,432.3,41.9
CMP-UP-1215,LG-UP-1215,1459,511,948,1722.81,603.56,35.0
CMP-UK-1216,LG-UK-1216,2548,1737,811,658.8,449.36,68.2
CMP-WB-1217,LG-WB-1217,424,340,84,370.74,297.71,80.3
CMP-AN-1218,LG-AN-1218,68,66,2,77.1,75.2,97.5
CMP-CH-1219,LG-CH-1219,812,593,219,1504.98,1100.63,73.1
CMP-DH-1220,LG-DH-1220,740,323,417,476.01,208.34,43.8
CMP-DL-1221,LG-DL-1221,1334,569,765,780.45,333.19,42.7
CMP-JK-1222,LG-JK-1222,103,100,3,173.31,169.63,97.9
CMP-LA-1223,LG-LA-1223,1280,1187,93,625.89,580.75,92.8
CMP-LD-1224,LG-LD-1224,1878,1151,727,1358.67,833.13,61.3
CMP-PY-1225,LG-PY-1225,758,349,409,648.6,299.26,46.1
CMP-AP-1226,LG-AP-1226,827,812,15,444.24,436.36,98.2
CMP-AR-1227,LG-AR-1227,1376,1328,48,799.83,772.15,96.5
CMP-AS-1228,LG-AS-1228,2326,2219,107,2227.2,2125.26,95.4
CMP-BR-1229,LG-BR-1229,185,164,21,217.95,193.76,88.9
CMP-CG-1230,LG-CG-1230,179,75,104,111.45,46.7,41.9
CMP-GA-1231,LG-GA-1231,485,462,23,334.08,318.34,95.3
CMP-GJ-1232,LG-GJ-1232,2263,805,1458,1062.42,378.32,35.6
CMP-HR-1233,LG-HR-1233,2026,1929,97,2138.19,2036.51,95.2
CMP-HP-1234,LG-HP-1234,674,527,147,775.65,606.68,78.2
CMP-JH-1235,LG-JH-1235,884,739,145,1367.97,1143.68,83.6
CMP-KA-1236,LG-KA-1236,1213,492,721,688.08,279.14,40.6
CMP-KL-1237,LG-KL-1237,305,219,86,201.75,145.28,72.0
CMP-MP-1238,LG-MP-1238,1861,1538,323,1467.21,1212.95,82.7
CMP-MH-1239,LG-MH-1239,670,627,43,1278.33,1197.14,93.6
CMP-MN-1240,LG-MN-1240,411,281,130,1124.91,770.02,68.5
CMP-ML-1241,LG-ML-1241,2415,695,1720,944.64,271.88,28.8
CMP-MZ-1242,LG-MZ-1242,1243,730,513,814.71,478.94,58.8
CMP-NL-1243,LG-NL-1243,2474,1405,1069,1241.07,705.3,56.8
CMP-OD-1244,LG-OD-1244,2210,2023,187,1099.83,1007.03,91.6
CMP-PB-1245,LG-PB-1245,1968,1449,519,515.28,379.52,73.7
CMP-RJ-1246,LG-RJ-1246,1804,1250,554,745.62,517.03,69.3
CMP-SK-1247,LG-SK-1247,1883,1443,440,1479.96,1134.85,76.7
CMP-TN-1248,LG-TN-1248,688,595,93,919.74,795.72,86.5
CMP-TS-1249,LG-TS-1249,829,575,254,425.4,295.44,69.4
CMP-TR-1250,LG-TR-1250,1309,462,847,980.55,346.21,35.3
